"name","LSA_interest0","LSA_interest1","LSA_interest2","LSA_interest3","LSA_interest4","LSA_interest5","LSA_interest6","LSA_interest7","LSA_interest8","LSA_interest9","LSA_interest10"
"nlsr_pc",1,0.959821428571429,1.11160714285714,1.05357142857143,1.09821428571429,1.21875,1.20982142857143,1.31696428571429,1.28571428571429,1.33035714285714,1.375
"nlsr1",1,0.981707317073171,1.11585365853659,1.0655487804878,1.13414634146341,1.22408536585366,1.20274390243902,1.32012195121951,1.28506097560976,1.32774390243902,1.35213414634146
"nlsr2",1,1.0061919504644,1.11919504643963,1.03250773993808,1.1594427244582,1.22445820433437,1.18885448916409,1.30804953560372,1.26160990712074,1.31269349845201,1.31578947368421
"nlsr3",1,0.988207547169811,1.1061320754717,1.08254716981132,1.11556603773585,1.20518867924528,1.20283018867925,1.33018867924528,1.27830188679245,1.32075471698113,1.33490566037736
"nlsr4",1,1.02137767220903,1.14964370546318,1.04038004750594,1.16627078384798,1.26128266033254,1.21140142517815,1.36579572446556,1.30641330166271,1.33254156769596,1.39667458432304
"nlsr5",1,1.00473933649289,1.09478672985782,1.04502369668246,1.17535545023697,1.24407582938389,1.21090047393365,1.33412322274882,1.28199052132701,1.3696682464455,1.33649289099526
"nlsr6",1,0.996768982229402,1.11308562197092,1.07754442649435,1.08562197092084,1.19870759289176,1.24071082390953,1.37156704361874,1.30694668820679,1.34894991922456,1.36833602584814
"nlsr7",1,1.04358974358974,1.1974358974359,1.07692307692308,1.18461538461538,1.33076923076923,1.28974358974359,1.47435897435897,1.3974358974359,1.42051282051282,1.54615384615385
"nlsr8",1,1.02583979328165,1.12403100775194,1.09560723514212,1.21963824289406,1.32558139534884,1.28423772609819,1.41343669250646,1.36175710594315,1.48062015503876,1.47286821705426
"nlsr9",1,0.989795918367347,1.10204081632653,1.08418367346939,1.10714285714286,1.22959183673469,1.27551020408163,1.42857142857143,1.3469387755102,1.41326530612245,1.4234693877551
"nlsr10",1,0.975062344139651,1.12219451371571,1.06483790523691,1.09725685785536,1.214463840399,1.26683291770574,1.43142144638404,1.38154613466334,1.3715710723192,1.39650872817955
"sum",1,1,1.1224407868326,1.06443195503814,1.13990365315134,1.23986350863107,1.23143315937375,1.36752308309916,1.31312725812927,1.36130068245684,1.38518667201927
"ave",1,1,1.1224407868326,1.06443195503814,1.13990365315134,1.23986350863107,1.23143315937375,1.36752308309916,1.31312725812927,1.36130068245684,1.38518667201927
"r_sum",1,1.00189155107188,1.12295081967213,1.06494325346784,1.14186633039092,1.24085750315259,1.23245060949979,1.36990332072299,1.31441782261454,1.36275746111812,1.38566624632198
"r_ave",1,1.00189155107188,1.12295081967213,1.06494325346784,1.14186633039092,1.24085750315259,1.23245060949979,1.36990332072299,1.31441782261454,1.36275746111812,1.38566624632198
"r_sum1-6",1,0.998745294855709,1.116373902133,1.05740276035132,1.1370765370138,1.22427854454203,1.20953575909661,1.33688833124216,1.28607277289837,1.3340652446675,1.34943538268507
"r_ave1-6",1,0.998745294855709,1.116373902133,1.05740276035132,1.1370765370138,1.22427854454203,1.20953575909661,1.33688833124216,1.28607277289837,1.3340652446675,1.34943538268507
"r_sum7-10",1,1.00828025477707,1.13630573248408,1.08025477707006,1.1515923566879,1.27452229299363,1.27898089171975,1.43694267515924,1.37197452229299,1.42101910828025,1.45923566878981
"r_ave7-10",1,1.00828025477707,1.13630573248408,1.08025477707006,1.1515923566879,1.27452229299363,1.27898089171975,1.43694267515924,1.37197452229299,1.42101910828025,1.45923566878981
