"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","735","497","0","10","19","107","0","102","0","50","1","102","67131","67131","0"
"nlsr1","2129","497","497","55","28","321","213","312","206","158","2","518","385529","205263","180266"
"nlsr2","1412","32","254","46","36","306","216","312","210","150","2","522","388973","205263","183710"
"nlsr3","967","31","243","28","28","212","110","207","108","116","1","315","230624","136183","94441"
"nlsr4","718","15","15","28","28","212","107","208","105","128","2","313","228688","136842","91846"
"nlsr5","715","17","17","28","28","210","105","206","104","86","2","310","226516","135524","90992"
"nlsr6","1204","31","31","47","38","321","219","309","208","172","1","517","385372","203370","182002"
"nlsr7","715","15","15","27","27","208","110","206","107","110","2","313","229169","135580","93589"
"nlsr8","711","17","17","27","28","204","106","206","106","92","1","312","228315","135580","92735"
"nlsr9","723","15","15","29","28","218","108","206","104","102","2","310","226576","135580","90996"
"nlsr10","717","16","16","29","28","214","106","204","104","108","1","308","225258","134262","90996"
"sum","10746","1183","1120","354","316","2533","1400","2478","1362","1272","17","3840","2822151","1630578","1191573"
