"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","799","500","0","9","17","139","1","133","0","66","2","133","86222","86222","0"
"nlsr1","2462","500","500","55","28","429","278","402","270","186","2","672","494029","260583","233446"
"nlsr2","1719","29","233","45","36","414","285","402","275","176","2","677","498349","260583","237766"
"nlsr3","1188","31","267","27","27","272","154","268","142","114","2","410","296532","173726","122806"
"nlsr4","914","15","15","27","27","282","141","268","139","102","2","407","293913","173722","120191"
"nlsr5","910","14","14","27","27","278","144","268","138","128","1","406","293061","173722","119339"
"nlsr6","1538","31","31","45","36","426","292","402","275","166","1","677","498362","260589","237773"
"nlsr7","914","15","15","27","27","278","144","268","140","106","3","408","294774","173722","121052"
"nlsr8","907","14","14","27","27","276","142","268","139","132","2","407","293898","173722","120176"
"nlsr9","928","16","16","27","27","280","153","268","141","106","2","409","295673","173726","121947"
"nlsr10","920","15","15","27","27","276","152","268","140","114","2","408","294813","173726","121087"
"sum","13199","1180","1120","343","306","3350","1886","3215","1799","1396","21","5014","3639626","2084043","1555583"
