"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1709","498","498","27","27","209","97","290","62","1","1709"
"nlsr1","4159","996","996","81","80","633","305","877","188","3","4159"
"nlsr2","2708","275","275","84","84","627","306","879","176","2","2708"
"nlsr3","2039","288","288","56","55","423","214","584","128","3","2039"
"nlsr4","1501","34","34","55","55","422","197","586","116","2","1501"
"nlsr5","1493","32","32","54","54","406","202","584","128","1","1493"
"nlsr6","2285","64","64","82","82","626","317","879","170","1","2285"
"nlsr7","1488","34","34","56","56","406","199","586","116","1","1488"
"nlsr8","1482","32","32","57","56","385","203","586","130","1","1482"
"nlsr9","1472","32","32","57","56","398","202","586","108","1","1472"
"nlsr10","1479","32","32","54","54","408","202","586","110","1","1479"
"sum","21815","2317","2317","663","659","4943","2444","7023","1432","17","21815"
