"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","755","500","0","9","18","119","0","109","0","58","2","109","71155","71155","0"
"nlsr1","2219","500","500","54","27","354","231","333","220","182","2","553","408602","217296","191306"
"nlsr2","1466","30","224","45","36","339","235","333","224","160","2","557","412043","217296","194747"
"nlsr3","1044","34","276","27","27","220","121","222","117","118","2","339","246605","144864","101741"
"nlsr4","760","14","14","28","27","228","115","222","112","128","2","334","242281","144864","97417"
"nlsr5","771","16","16","28","28","236","115","220","112","98","2","332","240956","143572","97384"
"nlsr6","1265","34","34","46","37","315","238","333","228","188","2","561","415532","217296","198236"
"nlsr7","757","14","14","27","27","232","113","219","111","148","2","330","239487","142956","96531"
"nlsr8","764","16","16","27","27","236","111","220","111","110","2","331","240103","143602","96501"
"nlsr9","760","17","17","27","26","224","117","220","112","112","2","332","241026","143602","97424"
"nlsr10","756","17","17","27","27","220","115","220","113","146","2","333","241853","143602","98251"
"sum","11317","1192","1128","345","307","2723","1511","2651","1460","1448","22","4111","2999643","1730105","1269538"
