"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","1694","496","0","9","18","103","1","95","0","58","1","95","61839","61839","0"
"nlsr1","4155","496","496","55","28","315","208","291","192","188","1","483","355995","189321","166674"
"nlsr2","2780","34","271","45","36","327","199","291","192","188","1","483","355995","189321","166674"
"nlsr3","1970","33","225","27","27","210","102","194","96","132","1","290","209551","126214","83337"
"nlsr4","1483","16","16","27","27","206","100","192","96","116","1","288","208281","124944","83337"
"nlsr5","1509","18","18","27","27","212","107","194","96","116","1","290","209551","126214","83337"
"nlsr6","2268","33","33","45","36","309","203","291","192","184","1","483","355995","189321","166674"
"nlsr7","1463","16","16","27","27","202","107","194","100","116","1","294","213036","126214","86822"
"nlsr8","1474","18","18","28","27","200","109","194","102","114","1","296","214718","126214","88504"
"nlsr9","1464","18","18","27","28","198","107","194","101","116","1","295","213872","126214","87658"
"nlsr10","1451","15","15","27","27","204","98","192","97","116","1","289","209137","124948","84189"
"sum","21711","1193","1126","344","308","2486","1341","2322","1264","1444","11","3586","2607970","1510764","1097206"
