"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum","sync_len"
"nlsr_pc","1885","500","500","27","27","252","129","384","64","2","1885","236520"
"nlsr1","4710","1000","1000","81","81","777","416","1166","186","3","4710","717652"
"nlsr2","3269","276","276","81","81","802","415","1167","168","3","3269","718182"
"nlsr3","3271","287","287","81","81","786","418","1167","162","2","3271","718182"
"nlsr4","1853","34","34","54","54","524","269","777","104","3","1853","478258"
"nlsr5","1856","30","30","54","54","535","269","777","104","3","1856","478258"
"nlsr6","1826","28","28","54","54","517","269","771","102","3","1826","475082"
"nlsr7","1843","34","34","54","54","514","265","772","114","2","1843","475612"
"sum","20513","2189","2189","486","486","4707","2450","6981","1004","21","20513","4297746"
