"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","737","500","0","9","18","111","1","98","0","56","1","98","63162","63162","0"
"nlsr1","2129","500","500","59","29","327","216","300","198","180","1","498","363872","193284","170588"
"nlsr2","1371","28","216","48","38","330","212","300","199","172","1","499","364715","193284","171431"
"nlsr3","995","35","284","27","28","212","108","200","101","130","1","301","215870","128856","87014"
"nlsr4","711","13","13","27","28","220","111","200","99","106","1","299","214150","128856","85294"
"nlsr5","698","15","15","27","28","208","108","196","101","116","1","297","213314","126324","86990"
"nlsr6","1163","35","35","45","36","312","204","297","199","178","1","496","362852","191391","171461"
"nlsr7","702","13","13","27","27","222","103","197","100","98","1","297","213106","126959","86147"
"nlsr8","699","15","15","27","27","202","112","198","103","114","1","301","216253","127594","88659"
"nlsr9","695","18","18","27","27","194","108","198","105","106","1","303","218023","127594","90429"
"nlsr10","701","17","17","27","27","204","110","198","101","104","1","299","214624","127594","87030"
"sum","10601","1189","1126","350","313","2542","1393","2382","1306","1360","11","3688","2659941","1534898","1125043"
