"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","757","500","0","9","17","122","0","109","0","50","1","109","71506","71506","0"
"nlsr1","2215","500","500","55","27","339","241","333","220","170","1","553","410386","218382","192004"
"nlsr2","1468","30","236","45","36","336","230","333","222","180","1","555","412114","218382","193732"
"nlsr3","1023","31","264","27","27","228","113","222","111","118","1","333","242443","145588","96855"
"nlsr4","754","13","13","27","27","230","112","222","110","114","1","332","241590","145588","96002"
"nlsr5","760","17","17","27","27","224","114","222","112","128","1","334","243345","145588","97757"
"nlsr6","1264","31","31","45","36","333","232","333","223","164","2","556","412989","218382","194607"
"nlsr7","752","13","13","27","27","224","117","218","113","120","2","331","241591","143012","98579"
"nlsr8","754","17","17","27","27","214","116","219","117","118","1","336","245726","143669","102057"
"nlsr9","756","16","16","26","27","214","120","220","117","116","1","337","246356","144326","102030"
"nlsr10","762","15","15","26","26","222","123","220","115","118","1","335","244598","144326","100272"
"sum","11265","1183","1122","341","304","2686","1518","2651","1460","1396","13","4111","3012644","1738749","1273895"
