"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","788","500","0","9","18","137","0","124","0","52","1","124","80567","80567","0"
"nlsr1","2369","500","500","54","27","402","263","375","248","172","1","623","458452","243600","214852"
"nlsr2","1625","30","243","45","36","378","263","375","255","205","1","630","464544","243600","220944"
"nlsr3","1110","30","257","28","27","248","139","250","131","122","1","381","275909","162400","113509"
"nlsr4","852","16","16","28","28","256","131","250","127","130","2","377","272415","162400","110015"
"nlsr5","848","14","14","27","27","256","134","248","128","122","1","376","272043","161134","110909"
"nlsr6","1412","30","30","45","36","384","262","372","253","218","1","625","460900","241701","219199"
"nlsr7","851","16","16","27","27","256","132","248","129","108","1","377","272889","161134","111755"
"nlsr8","844","14","14","25","26","258","131","248","128","108","1","376","272027","161134","110893"
"nlsr9","854","15","15","27","27","260","135","248","127","130","1","375","271184","161134","110050"
"nlsr10","857","15","15","27","27","260","135","248","130","152","1","378","273738","161134","112604"
"sum","12410","1180","1120","342","306","3095","1725","2986","1656","1519","12","4642","3374668","1939938","1434730"
