"name","LSA_data0","LSA_data1","LSA_data2","LSA_data3","LSA_data4","LSA_data5","LSA_data6","LSA_data7","LSA_data8","LSA_data9","LSA_data10"
"nlsr_pc",1,1.05208333333333,1.05208333333333,1.125,1.23958333333333,1.17708333333333,1.36458333333333,1.3125,1.39583333333333,1.38541666666667,1.4375
"nlsr1",1,1.06976744186047,1.06976744186047,1.17275747508306,1.21926910299003,1.17275747508306,1.34551495016611,1.32558139534884,1.40531561461794,1.38538205980066,1.41860465116279
"nlsr2",1,1.04290429042904,1.07920792079208,1.15841584158416,1.22772277227723,1.17491749174917,1.33993399339934,1.3036303630363,1.41254125412541,1.38613861386139,1.42244224422442
"nlsr3",1,1.03791469194313,1.02369668246445,1.12796208530806,1.1563981042654,1.12322274881517,1.3175355450237,1.28909952606635,1.3696682464455,1.34123222748815,1.37440758293839
"nlsr4",1,1.035,1.085,1.155,1.245,1.19,1.375,1.315,1.435,1.36,1.43
"nlsr5",1,1.02427184466019,1.03398058252427,1.13106796116505,1.17961165048544,1.1504854368932,1.28640776699029,1.27669902912621,1.39320388349515,1.3495145631068,1.37864077669903
"nlsr6",1,1.01273885350318,1,1.13694267515924,1.15923566878981,1.14331210191083,1.30254777070064,1.30254777070064,1.36942675159236,1.32802547770701,1.36305732484076
"nlsr7",1,1.03030303030303,1.05555555555556,1.17171717171717,1.24747474747475,1.19191919191919,1.38383838383838,1.33333333333333,1.41414141414141,1.36868686868687,1.41919191919192
"nlsr8",1,1.06467661691542,1.0547263681592,1.16417910447761,1.18407960199005,1.18407960199005,1.31840796019901,1.29850746268657,1.37810945273632,1.3681592039801,1.39800995024876
"nlsr9",1,1.00990099009901,0.995049504950495,1.17326732673267,1.19306930693069,1.16831683168317,1.31683168316832,1.33663366336634,1.38118811881188,1.33663366336634,1.38613861386139
"nlsr10",1,1,1.0390243902439,1.16585365853659,1.1609756097561,1.14634146341463,1.27317073170732,1.28292682926829,1.37560975609756,1.32682926829268,1.38048780487805
"sum",1,1.03446860894542,1.04431678292983,1.15428805908904,1.19901518260156,1.16454657365613,1.32745178498153,1.30693475584735,1.3935166187936,1.35740664751744,1.39885104636849
"ave",1,1.03446860894542,1.04431678292983,1.15428805908904,1.19901518260156,1.16454657365613,1.32745178498153,1.30693475584735,1.3935166187936,1.35740664751744,1.39885104636849
"r_sum",1,1.03374626228108,1.04399829132849,1.15548910721914,1.19735155916275,1.16403246475865,1.32592909013242,1.30670653566852,1.39342161469458,1.35625800939769,1.39726612558736
"r_ave",1,1.03374626228108,1.04399829132849,1.15548910721914,1.19735155916275,1.16403246475865,1.32592909013242,1.30670653566852,1.39342161469458,1.35625800939769,1.39726612558736
"r_sum1-6",1,1.03778501628664,1.04820846905537,1.1485342019544,1.19804560260586,1.15960912052117,1.32768729641694,1.30358306188925,1.39674267100977,1.35960912052117,1.39804560260586
"r_ave1-6",1,1.03778501628664,1.04820846905537,1.1485342019544,1.19804560260586,1.15960912052117,1.32768729641694,1.30358306188925,1.39674267100977,1.35960912052117,1.39804560260586
"r_sum7-10",1,1.02605459057072,1.03598014888337,1.16873449131514,1.19602977667494,1.17245657568238,1.32258064516129,1.31265508684864,1.38709677419355,1.34987593052109,1.39578163771712
"r_ave7-10",1,1.02605459057072,1.03598014888337,1.16873449131514,1.19602977667494,1.17245657568238,1.32258064516129,1.31265508684864,1.38709677419355,1.34987593052109,1.39578163771712
