"name","LSA_interest0","LSA_interest1","LSA_interest2","LSA_interest3","LSA_interest4","LSA_interest5","LSA_interest6","LSA_interest7","LSA_interest8","LSA_interest9","LSA_interest10"
"nlsr_pc",1,1.04347826086957,1.05797101449275,1.15458937198068,1.19806763285024,1.14492753623188,1.35748792270531,1.31884057971015,1.3719806763285,1.36714975845411,1.38164251207729
"nlsr1",1,1.03354632587859,1.04632587859425,1.14376996805112,1.16134185303514,1.11341853035144,1.29872204472843,1.27316293929712,1.34025559105431,1.32268370607029,1.33865814696486
"nlsr2",1,1.00475435816165,1.03486529318542,1.11727416798732,1.1378763866878,1.09033280507132,1.26782884310618,1.20285261489699,1.31854199683043,1.26465927099842,1.27892234548336
"nlsr3",1,1.04136253041363,1.03406326034063,1.15571776155718,1.14111922141119,1.09489051094891,1.25060827250608,1.2676399026764,1.30413625304136,1.31386861313869,1.35766423357664
"nlsr4",1,1.00724637681159,1.06521739130435,1.13768115942029,1.18115942028985,1.1280193236715,1.31159420289855,1.21739130434783,1.35990338164251,1.29951690821256,1.32850241545894
"nlsr5",1,0.98090692124105,1,1.10262529832936,1.13365155131265,1.09307875894988,1.26014319809069,1.22195704057279,1.3054892601432,1.25775656324582,1.3054892601432
"nlsr6",1,1.04628099173554,1.0198347107438,1.16363636363636,1.1504132231405,1.11570247933884,1.2595041322314,1.29421487603306,1.31900826446281,1.33719008264463,1.41487603305785
"nlsr7",1,1.00252525252525,1.07575757575758,1.15151515151515,1.22979797979798,1.13636363636364,1.37626262626263,1.26515151515152,1.41919191919192,1.34848484848485,1.40656565656566
"nlsr8",1,0.9675,0.9725,1.0925,1.135,1.105,1.3,1.235,1.3225,1.295,1.355
"nlsr9",1,1.03896103896104,0.979220779220779,1.16623376623377,1.16103896103896,1.14805194805195,1.28311688311688,1.37142857142857,1.38181818181818,1.36363636363636,1.47532467532468
"nlsr10",1,1.0625,1.04166666666667,1.19010416666667,1.203125,1.1640625,1.30208333333333,1.3515625,1.3984375,1.3984375,1.49479166666667
"sum",1,1.02050020500205,1.02931529315293,1.14206642066421,1.16277162771628,1.11787617876179,1.29151291512915,1.26916769167692,1.34460844608446,1.31959819598196,1.370028700287
"ave",1,1.02050020500205,1.02931529315293,1.14206642066421,1.16277162771628,1.11787617876179,1.29151291512915,1.26916769167692,1.34460844608446,1.31959819598196,1.370028700287
"r_sum",1,1.01948190965532,1.02804538642689,1.14151145365018,1.16120745022479,1.11667737101263,1.28858916720188,1.26696638835367,1.34339541853993,1.31749090130593,1.36951402269321
"r_ave",1,1.01948190965532,1.02804538642689,1.14151145365018,1.16120745022479,1.11667737101263,1.28858916720188,1.26696638835367,1.34339541853993,1.31749090130593,1.36951402269321
"r_sum1-6",1,1.02060528010303,1.03348358016742,1.13747585318738,1.15067611075338,1.10592401802962,1.27495170637476,1.24790727623954,1.32485511912428,1.30070830650354,1.33805537669028
"r_ave1-6",1,1.02060528010303,1.03348358016742,1.13747585318738,1.15067611075338,1.10592401802962,1.27495170637476,1.24790727623954,1.32485511912428,1.30070830650354,1.33805537669028
"r_sum7-10",1,1.01725239616613,1.01725239616613,1.14952076677316,1.18210862619808,1.13801916932907,1.31565495207668,1.30479233226837,1.38019169329073,1.35079872204473,1.43194888178914
"r_ave7-10",1,1.01725239616613,1.01725239616613,1.14952076677316,1.18210862619808,1.13801916932907,1.31565495207668,1.30479233226837,1.38019169329073,1.35079872204473,1.43194888178914
