"name","sync0","sync1","sync2","sync3","sync4","sync5","sync6","sync7","sync8","sync9","sync10"
"nlsr_pc",1,1.02777777777778,1.02083333333333,1.11458333333333,1.20833333333333,1.17708333333333,1.34375,1.29513888888889,1.37847222222222,1.36458333333333,1.45486111111111
"nlsr1",1,1.01822323462415,1.02164009111617,1.10706150341686,1.19589977220957,1.1753986332574,1.32915717539863,1.28815489749431,1.36788154897494,1.3496583143508,1.43166287015945
"nlsr2",1,1.02634593356243,1.02749140893471,1.11340206185567,1.20274914089347,1.18098510882016,1.33676975945017,1.29553264604811,1.38029782359679,1.3573883161512,1.43986254295533
"nlsr3",1,1.02061855670103,1.02749140893471,1.10996563573883,1.20274914089347,1.18213058419244,1.34707903780069,1.29381443298969,1.37800687285223,1.3573883161512,1.44501718213058
"nlsr4",1,1.02931034482759,1.03103448275862,1.11724137931034,1.19655172413793,1.18275862068966,1.34310344827586,1.29827586206897,1.38275862068966,1.35689655172414,1.4448275862069
"nlsr5",1,1.02405498281787,1.01718213058419,1.11340206185567,1.19587628865979,1.18213058419244,1.33676975945017,1.29553264604811,1.37972508591065,1.35051546391753,1.43986254295533
"nlsr6",1,1.02061855670103,1.02061855670103,1.11340206185567,1.19587628865979,1.18098510882016,1.34135166093929,1.29553264604811,1.37800687285223,1.34936998854525,1.44215349369989
"nlsr7",1,1.02749140893471,1.01890034364261,1.10824742268041,1.19587628865979,1.1786941580756,1.33676975945017,1.29553264604811,1.37800687285223,1.34707903780069,1.43470790378007
"nlsr8",1,1.02749140893471,1.02061855670103,1.11340206185567,1.19587628865979,1.17525773195876,1.34192439862543,1.29553264604811,1.37800687285223,1.35051546391753,1.43642611683849
"nlsr9",1,1.02061855670103,1.02061855670103,1.11340206185567,1.19415807560137,1.17525773195876,1.33676975945017,1.29553264604811,1.37800687285223,1.35051546391753,1.43986254295533
"nlsr10",1,1.02061855670103,1.02061855670103,1.11340206185567,1.19587628865979,1.17525773195876,1.33676975945017,1.28865979381443,1.37800687285223,1.35051546391753,1.43986254295533
"sum",1,1.02348224513173,1.02262313860252,1.11225658648339,1.19773768613975,1.17883734249714,1.33848797250859,1.29410080183276,1.37757731958763,1.35252004581901,1.43986254295533
"ave",1,1.02348224513173,1.02262313860252,1.11225658648339,1.19773768613975,1.17883734249714,1.33848797250859,1.29410080183276,1.37757731958763,1.35252004581901,1.43986254295533
"r_sum",1,1.02329749103943,1.02270011947431,1.11215651135006,1.19728195937873,1.17891278375149,1.33826164874552,1.29405615292712,1.37753882915173,1.35200119474313,1.4392174432497
"r_ave",1,1.02329749103943,1.02270011947431,1.11215651135006,1.19728195937873,1.17891278375149,1.33826164874552,1.29405615292712,1.37753882915173,1.35200119474313,1.4392174432497
"r_sum1-6",1,1.02289377289377,1.02403846153846,1.11217948717949,1.19826007326007,1.18040293040293,1.33836996336996,1.29418498168498,1.37728937728938,1.35325091575092,1.44001831501832
"r_ave1-6",1,1.02289377289377,1.02403846153846,1.11217948717949,1.19826007326007,1.18040293040293,1.33836996336996,1.29418498168498,1.37728937728938,1.35325091575092,1.44001831501832
"r_sum7-10",1,1.02405498281787,1.02018900343643,1.11211340206186,1.19544673539519,1.17611683848797,1.33805841924399,1.29381443298969,1.37800687285223,1.34965635738832,1.4377147766323
"r_ave7-10",1,1.02405498281787,1.02018900343643,1.11211340206186,1.19544673539519,1.17611683848797,1.33805841924399,1.29381443298969,1.37800687285223,1.34965635738832,1.4377147766323
