"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","742","498","0","9","18","115","0","102","0","62","1","102","67233","67233","0"
"nlsr1","2145","498","498","55","27","327","222","312","206","194","1","518","386020","205572","180448"
"nlsr2","1448","30","265","47","38","327","218","312","211","158","1","523","390366","205572","184794"
"nlsr3","959","32","233","27","28","218","108","208","105","132","1","313","228999","137048","91951"
"nlsr4","731","16","16","27","27","222","110","208","105","106","1","313","229004","137048","91956"
"nlsr5","723","14","14","27","28","214","113","207","106","104","1","313","229217","136388","92829"
"nlsr6","1193","32","32","48","36","291","227","312","215","184","1","527","393834","205572","188262"
"nlsr7","723","16","16","27","27","220","106","206","105","114","1","311","227728","135786","91942"
"nlsr8","720","14","14","29","27","220","107","206","103","96","1","309","226010","135786","90224"
"nlsr9","718","15","15","27","27","218","108","205","103","102","1","308","225350","135126","90224"
"nlsr10","722","17","17","27","27","216","109","206","103","120","1","309","226010","135786","90224"
"sum","10824","1182","1120","350","310","2588","1428","2484","1362","1372","11","3846","2829771","1636917","1192854"
