"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","749","499","0","9","18","117","0","106","0","68","2","106","67966","67966","0"
"nlsr1","2197","499","499","54","27","351","229","324","214","196","2","538","391321","207681","183640"
"nlsr2","1474","32","237","47","37","345","232","324","220","198","2","544","396423","207681","188742"
"nlsr3","1017","31","262","28","28","218","121","216","113","114","2","329","235425","138454","96971"
"nlsr4","770","16","16","28","28","232","122","216","112","138","2","328","234548","138454","96094"
"nlsr5","757","16","16","27","27","228","116","216","111","140","2","327","233709","138454","95255"
"nlsr6","1233","31","31","45","37","318","227","324","220","164","2","544","396434","207681","188753"
"nlsr7","760","16","16","29","28","234","115","215","107","120","2","322","229636","137816","91820"
"nlsr8","760","16","16","27","27","234","117","216","107","148","2","323","230274","138454","91820"
"nlsr9","747","17","17","27","27","226","110","216","107","114","2","323","230274","138454","91820"
"nlsr10","741","14","14","27","27","226","110","216","107","110","2","323","230274","138454","91820"
"sum","11205","1187","1124","348","311","2729","1499","2589","1418","1510","22","4007","2876284","1659549","1216735"
