"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","791","498","0","9","18","139","0","127","0","46","1","127","81428","81428","0"
"nlsr1","2388","498","498","55","28","408","268","379","254","158","2","633","460838","243006","217832"
"nlsr2","1660","30","244","45","36","378","278","384","265","158","2","649","473434","246177","227257"
"nlsr3","1127","30","254","27","27","252","141","256","140","128","2","396","284259","164118","120141"
"nlsr4","863","14","14","27","27","258","136","256","131","108","1","387","276509","164118","112391"
"nlsr5","868","16","16","27","27","258","136","255","133","116","1","388","277518","163479","114039"
"nlsr6","1438","30","30","45","36","375","271","384","267","208","2","651","475215","246162","229053"
"nlsr7","852","14","14","27","27","256","129","256","129","124","1","385","274750","164118","110632"
"nlsr8","867","16","16","26","27","270","128","256","128","122","2","384","273885","164118","109767"
"nlsr9","866","15","15","27","26","272","128","256","127","126","1","383","273018","164108","108910"
"nlsr10","868","15","15","27","27","270","132","254","128","130","1","382","272607","162846","109761"
"sum","12588","1176","1116","342","306","3136","1747","3063","1702","1424","16","4765","3423461","1963678","1459783"
