"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum","sync_len"
"nlsr_pc","1810","500","498","27","27","230","116","351","60","1","1810","218638"
"nlsr1","4499","998","996","83","83","722","384","1059","172","2","4499","659088"
"nlsr2","3057","267","267","81","81","756","387","1058","158","2","3057","658544"
"nlsr3","3114","297","297","81","81","739","392","1058","168","1","3114","658544"
"nlsr4","1736","32","32","55","55","502","246","706","106","2","1736","439392"
"nlsr5","1732","32","32","55","55","491","247","706","112","2","1732","439392"
"nlsr6","1722","32","32","54","54","478","254","706","110","2","1722","439392"
"nlsr7","1712","36","36","54","54","476","250","706","98","2","1712","439392"
"sum","19382","2194","2190","490","490","4394","2276","6350","984","14","19382","3952382"
