frame.number,frame.time_epoch,ip.src,ip.dst,_ws.col.Protocol,frame.len,_ws.col.Info
"1","1634285577.978157000","172.17.0.9","172.17.0.2","UDP (NDN)","85","Interest /ndn/edu/uaslp/move/moving02"
"2","1634285577.980598000","172.17.0.2","172.17.0.9","UDP (NDN)","237","Data /ndn/edu/uaslp/move/moving02"
"3","1634285578.994227000","172.17.0.9","172.17.0.2","UDP (NDN)","85","Interest /ndn/edu/uaslp/move/moving16"
"4","1634285578.997478000","172.17.0.2","172.17.0.9","UDP (NDN)","236","Data /ndn/edu/uaslp/move/moving16"
"5","1634285579.391681000","172.17.0.2","172.17.0.9","UDP (NDN)","744","Data /localhop/ndn/nlsr/sync/35=%0A/x%DAc%60%40%01%8Cf%F3%9D%AA%B5%F3~%9De%20%1D0N%90%08%D8%D2%BB%E1%F2%27%20%9Bi2%C7%D5%B4%D4w%EF%1C%40%E2%ED%11A1%A2%F5S%27%81%D8%26%D91%8Fe%DF%06mB%D7k%D3%298a%DB%F5%92_%20%F6%B9%B5%C5%82G%5E%EF%93GWc%E6%EAj%21%ED%A8%7D%82%1C%B7%BD%F7%EB%ACS%B9%BAe%3E%9A8%D3U%F9%F7%2BwsE-%06%B2%99%BD%CE%1B%7D%FC%F3%C0%3B%05%5D%2F%97%E4%C6%A0Uu%F7%AF%E23%7F%7D%C2%B4sO%0BW%26%10%EB%9E%B7%2F%22%9Dl%FF%BB%F4%82%D8%05%89%9Bd%2B%CE%FB2%A1%AB%B9%BB%E0%81Ob%D9%9DH%10%3B%A4%F9%E8%E2%3BY%81%9Dx%CCd%B21%14%5Ez0%ABE%12%A4%DE%F7-%C7%BD%AEY%12%1B%89t%0F%D3l%EES%BA%3F%E6%FC%BE%84%27%DC%90%DD%CC%B27%3A%F6%DE%BA%F3%93%23%19%A8%07X%CB%5D%EA%85%F2%16%3F%BE%88G%0D%F3%FDW%FF5%3E%2C%D7%17%272LHM3%8C%16%3C%BA_%18%B5o%CE%A00%FD%93%AC7%A8ks%AD%CE%F3b%17%F4%FC%82%23%ED1f%F3%2A5%9BH%98%CB%E33%13W%5EC%CA%E3%28%F9%0EW%3ADv%0FR%9A%C4i%AF%A8%EEW%C6%EF%C5o%EF%80%D2U%A2%C8%E4%8B%F3%D2%5E%9CBOovR_%3F%95%A8%3D%11F%D7%8B%94%F7%19%03%16%86j%CD%5C-%EC%87%27%7F1%F2f%94%F4%AA%97%5C%FDCN%98%AFf%F91%29%E5%A8%F9%0DPz%9E_%A0%BB%F8%C6%C9%BF2%E4%98%83%94%2F%88%29sp%E6%C1e%B1%A2%3D%D3%3E%FE%B0B%16%04%00Q%2F%CF%BF/%BC%9A%A6S%96%8A%3D%25/35=%00%00%01%7C%83%02%EC%7C/33=%00"
"6","1634285579.392381000","172.17.0.2","172.17.0.9","UDP (NDN)","122","Interest /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router6/NAME/%02"
"7","1634285579.392961000","172.17.0.2","172.17.0.9","UDP (NDN)","530","Interest /localhop/ndn/nlsr/sync/35=%0A/x%DAc%60%A0%1A%60%9C%20%11%B0%A5w%C3%E5O%406%D3d%8E%ABi%A9%EF%DE9%80%C4%DB%23%82bD%EB%A7N%02%B1M%B2c%1E%CB%BE%0D%DA%84%AE%D7%A6Sp%C2%B6%EB%25%BF%40%ECsk%8B%05%8F%BC%DE%27%8F%AE%C6%CC%D5%D5B%DAQ%FB%049n%7B%EF%D7Y%A7ru%CB%7C4q%A6%AB%F2%EFW%EE%E6%8AZ%0Cd3%7B%9D7%FA%F8%E7%81w%0A%BA%5E.%C9%8DA%AB%EA%EE_%C5g%FE%FA%84i%E7%9E%16%AEL%20%D6%3Do_D%3A%D9%FEw%E9%05%B1%0B%127%C9V%9C%F7e%02%B1%F9%C4%B7J%9A%B4%8A%5D%04%B1%EF.x%E0%93Xv%27%12%C4%0Ei%3E%BA%F8NV%60%27%1E3%99l%0C%85%97%1E%CCj%91%04%A9%F7%7D%CBq%AFk%96%C4F%22%DD%C34%9B%FB%94%EE%8F9%BF%2F%E1%097d73w%1F%91_%DA%BA0s%0A%F5%92%0F%03k%B9K%BDP%DE%E2%C7%17%D1%DD%80%14%26%CC%F7_%FD%D7%F8%B0%5C_%9C%C80%215%CD0Z%F0%E8~a%D4%BE9%83%C2%F4O%B2%DE%A0%AE%CD%B5%3A%CF%8B%5D%D0%F3%0B%8E%B4%C7%98%CD%AB%D4l%22a.%8F%CFL%1Cy%0Dg%BECJ%87%28j%90%DD%83%94%26q%9A%29%AA%FB%95%F1%7B%F1%DB%3B%A0t%95%282%F9%E2%BC%B4%17%A7%D0%D3%9B%9D%D4%D7O%25jO%84%D1%F5%22%E5%7D%C6%80%85%A1Z3W%0B%FB%E1%C9_%8C%BC%19%25%BD%EA%25W%FF%90%13%E6%ABY~LJ9j~%03%C8f%99_%A0%BB%F8%C6%C9%BF2x%D2%1E1y%99%982%07g%1E%5C%16%2B%DA3%ED%E3%0F%2BdA%00h%BF%CF%0E"
"8","1634285579.397578000","172.17.0.9","172.17.0.2","UDP (NDN)","122","Interest /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router6/NAME/%02"
"9","1634285579.398830000","172.17.0.9","172.17.0.2","UDP (NDN)","530","Interest /localhop/ndn/nlsr/sync/35=%0A/x%DAc%60%A0%1A%60%9C%20%11%B0%A5w%C3%E5O%406%D3d%8E%ABi%A9%EF%DE9%80%C4%DB%23%82bD%EB%A7N%02%B1M%B2c%1E%CB%BE%0D%DA%84%AE%D7%A6Sp%C2%B6%EB%25%BF%40%ECsk%8B%05%8F%BC%DE%27%8F%AE%C6%CC%D5%D5B%DAQ%FB%049n%7B%EF%D7Y%A7ru%CB%7C4q%A6%AB%F2%EFW%EE%E6%8AZ%0Cd3%7B%9D7%FA%F8%E7%81w%0A%BA%5E.%C9%8DA%AB%EA%EE_%C5g%FE%FA%84i%E7%9E%16%AEL%20%D6%3Do_D%3A%D9%FEw%E9%05%B1%0B%127%C9V%9C%F7e%02%B1%F9%C4%B7J%9A%B4%8A%5D%04%B1%EF.x%E0%93Xv%27%12%C4%0Ei%3E%BA%F8NV%60%27%1E3%99l%0C%85%97%1E%CCj%91%04%A9%F7%7D%CBq%AFk%96%C4F%22%DD%C34%9B%FB%94%EE%8F9%BF%2F%E1%097d73w%1F%91_%DA%BA0s%0A%F5%92%0F%03k%B9K%BDP%DE%E2%C7%17%D1%DD%80%14%26%CC%F7_%FD%D7%F8%B0%5C_%9C%C80%215%CD0Z%F0%E8~a%D4%BE9%83%C2%F4O%B2%DE%A0%AE%CD%B5%3A%CF%8B%5D%D0%F3%0B%8E%B4%C7%98%CD%AB%D4l%22a.%8F%CFL%1Cy%0Dg%BECJ%87%28j%90%DD%83%94%26q%9A%29%AA%FB%95%F1%7B%F1%DB%3B%A0t%95%282%F9%E2%BC%B4%17%A7%D0%D3%9B%9D%D4%D7O%25jO%84%D1%F5%22%E5%7D%C6%80%85%A1Z3W%0B%FB%E1%C9_%8C%BC%19%25%BD%EA%25W%FF%90%13%E6%ABY~LJ9j~%03%C8f%99_%A0%BB%F8%C6%C9%BF2x%D2%1E1y%99%982%07g%1E%5C%16%2B%DA3%ED%E3%0F%2BdA%00h%BF%CF%0E"
"10","1634285580.013859000","172.17.0.9","172.17.0.2","UDP (NDN)","84","Interest /ndn/edu/uaslp/home/coffee9"
