"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1696","498","498","27","27","207","96","288","54","1","1696"
"nlsr1","4162","996","996","88","88","626","301","878","188","1","4162"
"nlsr2","2755","285","285","87","87","631","303","873","202","2","2755"
"nlsr3","2003","279","279","58","58","411","211","582","124","1","2003"
"nlsr4","1495","34","34","57","57","414","200","580","118","1","1495"
"nlsr5","1487","32","32","57","56","419","206","582","102","1","1487"
"nlsr6","2293","66","66","82","82","605","314","873","204","1","2293"
"nlsr7","1457","34","34","55","55","396","198","582","102","1","1457"
"nlsr8","1441","32","32","55","54","400","201","582","84","1","1441"
"nlsr9","1479","36","36","54","54","385","202","582","129","1","1479"
"nlsr10","1462","30","30","54","54","384","205","582","122","1","1462"
"sum","21730","2322","2322","674","672","4878","2437","6984","1429","12","21730"
