"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","725","498","0","9","18","104","0","96","0","54","1","96","62548","62548","0"
"nlsr1","2084","498","498","59","29","312","200","294","194","188","1","488","360008","191490","168518"
"nlsr2","1373","33","252","48","39","318","198","291","194","202","2","485","358109","189591","168518"
"nlsr3","937","33","246","29","29","206","103","194","97","124","1","291","210653","126394","84259"
"nlsr4","689","17","17","29","28","208","101","192","97","118","1","289","209355","125096","84259"
"nlsr5","693","16","16","29","28","208","105","194","97","102","1","291","210653","126394","84259"
"nlsr6","1141","33","33","45","37","303","205","291","194","204","1","485","358109","189591","168518"
"nlsr7","687","17","17","27","28","200","103","194","101","102","1","295","214140","126394","87746"
"nlsr8","691","16","16","27","27","210","102","194","99","84","1","293","212372","126394","85978"
"nlsr9","696","18","18","27","27","200","109","194","103","129","1","297","215829","126394","89435"
"nlsr10","686","15","15","27","27","198","108","194","102","122","1","296","215017","126394","88623"
"sum","10402","1194","1128","356","317","2467","1334","2328","1278","1429","12","3606","2626793","1516680","1110113"
