"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","769","500","0","9","18","125","0","117","0","48","1","117","76409","76409","0"
"nlsr1","2301","500","500","58","29","366","255","357","236","168","2","593","438337","233139","205198"
"nlsr2","1591","30","261","48","38","348","263","357","246","192","1","603","447014","233139","213875"
"nlsr3","1049","32","239","29","28","226","130","238","127","110","2","365","265899","155426","110473"
"nlsr4","812","13","13","27","28","248","126","236","121","114","1","357","259345","154164","105181"
"nlsr5","816","17","17","29","28","240","126","236","123","120","1","359","261089","154164","106925"
"nlsr6","1331","32","32","45","37","330","254","354","247","166","2","601","446029","231246","214783"
"nlsr7","809","13","13","27","27","254","121","236","118","104","1","354","256763","154164","102599"
"nlsr8","807","17","17","27","27","244","121","236","118","102","2","354","256763","154164","102599"
"nlsr9","801","16","16","27","27","242","121","234","118","122","1","352","255417","152818","102599"
"nlsr10","808","16","16","27","27","248","120","236","118","104","1","354","256763","154164","102599"
"sum","11894","1186","1124","353","314","2871","1637","2837","1572","1350","15","4409","3219828","1852997","1366831"
