"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","822","500","0","9","18","150","1","144","0","70","1","144","92902","92902","0"
"nlsr1","2557","500","500","55","28","447","298","438","291","194","1","729","533135","282489","250646"
"nlsr2","1821","31","247","45","36","408","313","438","303","184","1","741","543482","282489","260993"
"nlsr3","1223","29","253","27","27","280","158","292","157","120","1","449","323591","188328","135263"
"nlsr4","978","17","17","27","27","286","159","292","153","110","1","445","320125","188326","131799"
"nlsr5","969","14","14","27","27","294","153","290","150","114","1","440","316264","187070","129194"
"nlsr6","1595","29","29","45","36","408","308","438","302","194","1","740","542669","282489","260180"
"nlsr7","976","17","17","27","27","292","152","292","152","102","1","444","319232","188326","130906"
"nlsr8","970","14","14","27","27","298","151","291","148","126","1","439","315169","187698","127471"
"nlsr9","962","15","15","27","26","290","149","291","149","130","1","440","316026","187698","128328"
"nlsr10","957","14","14","27","27","288","149","290","148","120","1","438","314546","187060","127486"
"sum","13830","1180","1120","343","306","3441","1991","3496","1953","1464","11","5449","3937141","2254875","1682266"
