"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","755","500","0","9","18","119","1","108","0","68","2","108","70333","70333","0"
"nlsr1","2223","500","500","58","28","357","232","330","218","200","2","548","404078","214848","189230"
"nlsr2","1474","32","215","45","37","360","234","330","221","174","1","551","406693","214848","191845"
"nlsr3","1048","32","285","27","28","220","122","220","114","120","1","334","242178","143232","98946"
"nlsr4","772","15","15","27","27","242","118","216","112","120","1","328","237890","140666","97224"
"nlsr5","773","17","17","27","27","238","119","218","110","106","1","328","237454","141970","95484"
"nlsr6","1250","32","32","45","36","327","229","327","222","164","2","549","405673","212955","192718"
"nlsr7","773","15","15","27","27","244","117","218","110","108","1","328","237464","141970","95494"
"nlsr8","774","17","17","27","27","232","122","218","114","104","2","332","240907","141970","98937"
"nlsr9","758","17","17","27","27","222","117","218","113","98","2","331","240107","141970","98137"
"nlsr10","755","15","15","27","27","228","113","218","112","120","1","330","239200","141970","97230"
"sum","11355","1192","1128","346","309","2789","1524","2621","1446","1382","16","4067","2961977","1706732","1255245"
