"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum","sync_len"
"nlsr_pc","2018","500","500","28","28","305","157","455","44","1","2018","281189"
"nlsr1","5155","1000","1000","88","88","924","501","1373","180","1","5155","847807"
"nlsr2","3724","280","280","86","86","915","488","1378","210","1","3724","851370"
"nlsr3","3763","280","280","85","85","948","504","1374","206","1","3763","848340"
"nlsr4","2135","36","36","58","57","605","313","921","108","1","2135","569343"
"nlsr5","2129","24","24","55","55","607","318","915","130","1","2129","565027"
"nlsr6","2194","32","32","56","56","633","317","913","154","1","2194","563961"
"nlsr7","2152","28","28","57","57","633","323","911","114","1","2152","562907"
"sum","23270","2180","2180","513","512","5570","2921","8240","1146","8","23270","5089944"
