"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","724","497","0","8","17","105","0","97","0","50","1","97","62658","62658","0"
"nlsr1","2082","497","497","54","27","315","204","294","194","170","2","488","357385","189909","167476"
"nlsr2","1378","33","257","45","36","315","204","294","194","170","1","488","357385","189909","167476"
"nlsr3","939","31","240","27","27","210","108","196","100","106","1","296","212943","126606","86337"
"nlsr4","684","15","15","27","27","208","99","196","97","120","1","293","210344","126606","83738"
"nlsr5","697","18","18","27","27","214","100","196","97","106","1","293","210344","126606","83738"
"nlsr6","1149","31","31","46","36","312","204","294","195","142","1","489","358258","189909","168349"
"nlsr7","684","15","15","27","27","204","102","195","99","120","2","294","211424","125961","85463"
"nlsr8","696","18","18","27","27","206","103","196","101","122","1","297","213788","126606","87182"
"nlsr9","690","18","18","27","27","200","102","196","102","94","1","298","214669","126606","88063"
"nlsr10","685","13","13","27","27","208","102","196","99","96","1","295","212072","126606","85466"
"sum","10408","1186","1122","342","305","2497","1328","2350","1278","1296","13","3628","2621270","1517982","1103288"
