"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum","sync_len"
"nlsr_pc","1934","500","500","27","27","271","137","406","64","2","1934","253951"
"nlsr1","4851","1000","1000","88","88","842","437","1222","172","2","4851","764053"
"nlsr2","3464","286","286","86","86","874","444","1224","176","2","3464","765153"
"nlsr3","3369","274","274","86","86","822","435","1224","166","2","3369","765153"
"nlsr4","1957","30","30","55","55","571","285","815","114","2","1957","509552"
"nlsr5","1962","28","28","55","55","574","284","816","120","2","1962","510102"
"nlsr6","1909","28","28","55","55","541","283","813","104","2","1909","508452"
"nlsr7","1926","34","34","55","55","527","279","816","124","2","1926","510102"
"sum","21372","2180","2180","507","507","5022","2584","7336","1040","16","21372","4586518"
