"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","801","499","0","9","18","143","0","132","0","78","1","132","85956","85956","0"
"nlsr1","2456","499","499","55","28","426","281","402","266","214","2","668","492404","261696","230708"
"nlsr2","1703","28","219","45","36","411","287","402","275","180","2","677","500231","261696","238535"
"nlsr3","1193","32","280","27","27","266","151","268","142","128","2","410","297619","174464","123155"
"nlsr4","919","14","14","27","27","284","148","268","137","102","2","405","293239","174464","118775"
"nlsr5","910","14","14","27","27","274","147","268","139","114","1","407","295025","174424","120601"
"nlsr6","1505","32","32","45","36","384","295","402","279","158","1","681","503713","261696","242017"
"nlsr7","916","14","14","26","27","284","146","268","137","88","2","405","293264","174464","118800"
"nlsr8","902","14","14","27","26","272","144","268","137","114","2","405","293240","174424","118816"
"nlsr9","911","15","15","27","27","280","143","268","136","108","2","404","292419","174464","117955"
"nlsr10","917","17","17","27","27","282","143","268","136","108","2","404","292410","174464","117946"
"sum","13133","1178","1118","342","306","3306","1885","3214","1784","1392","19","4998","3639520","2092212","1547308"
