"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","799","500","0","9","18","143","0","129","0","58","1","129","83429","83429","0"
"nlsr1","2418","500","500","55","28","414","271","390","260","160","2","650","476636","252180","224456"
"nlsr2","1693","28","261","45","36","393","275","390","265","162","2","655","480956","252180","228776"
"nlsr3","1126","32","239","27","27","252","147","260","142","116","2","402","290786","168114","122672"
"nlsr4","886","13","13","27","27","274","140","260","132","100","2","392","282082","168120","113962"
"nlsr5","880","15","15","27","27","264","138","259","135","130","2","394","284012","167473","116539"
"nlsr6","1456","32","32","45","36","372","279","390","270","202","2","660","485310","252180","233130"
"nlsr7","888","13","13","26","27","276","141","259","133","118","2","392","282316","167473","114843"
"nlsr8","878","15","15","27","26","268","134","260","133","114","1","393","282903","168122","114781"
"nlsr9","876","15","15","27","27","266","134","260","132","116","2","392","282092","168120","113972"
"nlsr10","877","17","17","27","27","262","134","260","133","142","2","393","282933","168120","114813"
"sum","12777","1180","1120","342","306","3184","1793","3117","1735","1418","20","4852","3513455","2015511","1497944"
