"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1912","500","500","27","27","281","131","387","58","1","1912"
"nlsr1","4713","1000","1000","83","83","813","405","1167","160","2","4713"
"nlsr2","3277","289","289","81","81","800","406","1167","162","2","3277"
"nlsr3","2344","271","271","54","54","514","278","784","116","2","2344"
"nlsr4","1859","26","26","54","54","543","275","779","100","2","1859"
"nlsr5","1871","30","30","54","54","528","265","778","130","2","1871"
"nlsr6","2836","64","64","81","81","762","409","1171","202","2","2836"
"nlsr7","1875","26","26","53","53","545","274","778","118","2","1875"
"nlsr8","1847","30","30","53","53","520","265","781","114","1","1847"
"nlsr9","1824","30","30","54","54","494","266","778","116","2","1824"
"nlsr10","1859","34","34","54","54","500","261","778","142","2","1859"
"sum","26217","2300","2300","648","648","6300","3235","9348","1418","20","26217"
