"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","767","499","0","9","18","126","0","115","0","54","1","115","75120","75120","0"
"nlsr1","2279","499","499","55","27","381","240","348","230","202","1","578","427315","227259","200056"
"nlsr2","1532","31","243","47","38","336","251","348","238","234","1","586","434211","227259","206952"
"nlsr3","1057","29","256","28","28","230","131","232","123","133","2","355","258458","151506","106952"
"nlsr4","788","16","16","27","27","228","122","232","120","136","2","352","255841","151506","104335"
"nlsr5","795","15","15","27","28","234","125","232","119","148","1","351","254985","151506","103479"
"nlsr6","1318","29","29","48","37","345","246","348","236","202","1","584","432502","227259","205243"
"nlsr7","789","16","16","27","27","234","120","232","117","126","2","349","253266","151506","101760"
"nlsr8","785","15","15","27","27","234","121","230","116","130","1","346","251129","150240","100889"
"nlsr9","788","13","13","27","27","244","119","230","115","128","1","345","250268","150240","100028"
"nlsr10","793","16","16","27","27","244","117","230","116","122","1","346","251139","150240","100899"
"sum","11691","1178","1118","349","311","2836","1592","2777","1530","1615","14","4307","3144234","1813641","1330593"
