"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","700","498","0","10","19","92","0","81","0","56","1","81","52482","52482","0"
"nlsr1","1928","498","498","55","28","264","177","246","162","174","2","408","299529","159339","140190"
"nlsr2","1196","33","239","46","36","264","170","246","162","184","1","408","299529","159339","140190"
"nlsr3","853","32","259","28","28","176","85","164","81","112","1","245","176321","106226","70095"
"nlsr4","590","15","15","28","28","174","85","164","81","120","1","245","176321","106226","70095"
"nlsr5","599","18","18","28","28","180","84","162","81","112","1","243","175059","104964","70095"
"nlsr6","972","32","32","47","38","252","166","243","162","184","1","405","297636","157446","140190"
"nlsr7","587","15","15","27","27","174","86","162","81","114","2","243","175059","104964","70095"
"nlsr8","591","18","18","27","28","170","86","162","82","116","1","244","175927","104964","70963"
"nlsr9","581","16","16","29","28","166","83","162","81","128","1","243","175059","104964","70095"
"nlsr10","587","16","16","29","28","172","83","162","81","124","1","243","175059","104964","70095"
"sum","9184","1191","1126","354","316","2084","1105","1954","1054","1424","13","3008","2177981","1265878","912103"
