"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","770","500","0","10","18","125","1","116","0","60","1","116","75842","75842","0"
"nlsr1","2274","500","500","54","27","369","241","351","232","194","1","583","431303","229419","201884"
"nlsr2","1588","33","283","45","36","351","250","351","239","150","1","590","437358","229419","207939"
"nlsr3","1015","28","217","28","27","232","127","234","122","132","1","356","259137","152946","106191"
"nlsr4","810","15","15","28","28","248","127","231","118","96","1","349","253684","151012","102672"
"nlsr5","804","18","18","28","28","240","122","232","118","96","1","350","254361","151684","102677"
"nlsr6","1315","28","28","45","37","342","249","348","238","172","1","586","434646","227526","207120"
"nlsr7","813","15","15","27","27","250","129","231","119","116","1","350","254584","151012","103572"
"nlsr8","802","18","18","27","27","236","124","232","120","100","1","352","256094","151684","104410"
"nlsr9","792","14","14","27","27","236","122","232","120","104","1","352","256116","151684","104432"
"nlsr10","794","14","14","27","27","240","121","232","119","118","1","351","255256","151684","103572"
"sum","11777","1183","1122","346","309","2869","1613","2790","1545","1338","11","4335","3168381","1823912","1344469"
