"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","785","500","0","9","18","136","0","122","0","76","2","122","80233","80233","0"
"nlsr1","2358","500","500","55","27","402","259","369","246","206","2","615","457646","242646","215000"
"nlsr2","1624","31","251","47","38","363","267","369","258","180","2","627","468041","242646","225395"
"nlsr3","1100","29","249","28","28","254","134","248","130","116","2","378","276626","163026","113600"
"nlsr4","844","16","16","27","27","248","134","246","130","128","2","376","275341","161764","113577"
"nlsr5","848","15","15","27","28","252","135","248","128","114","2","376","274877","163026","111851"
"nlsr6","1392","29","29","48","37","357","269","368","255","158","2","623","464813","241997","222816"
"nlsr7","842","16","16","27","27","258","129","246","123","132","2","369","269264","161764","107500"
"nlsr8","834","15","15","27","27","256","124","246","124","110","2","370","270130","161764","108366"
"nlsr9","838","16","16","27","27","258","124","246","124","102","2","370","270109","161764","108345"
"nlsr10","842","13","13","27","27","264","128","246","124","104","2","370","270137","161764","108373"
"sum","12307","1180","1120","349","311","3048","1703","2954","1642","1426","22","4596","3377217","1942394","1434823"
