"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","819","500","0","9","17","155","0","138","0","66","1","138","90420","90420","0"
"nlsr1","2518","500","500","55","27","450","293","417","276","172","1","693","513625","273153","240472"
"nlsr2","1771","30","235","45","36","423","300","417","285","150","1","702","521395","273153","248242"
"nlsr3","1210","30","265","27","27","284","152","278","147","110","1","425","310074","182102","127972"
"nlsr4","940","14","14","27","27","292","149","276","141","108","1","417","303579","180772","122807"
"nlsr5","942","16","16","27","27","284","151","278","143","96","1","421","306648","182102","124546"
"nlsr6","1546","30","30","45","36","408","294","417","286","184","1","703","522261","273156","249105"
"nlsr7","940","14","14","27","27","284","154","277","143","122","2","420","305966","181437","124529"
"nlsr8","932","16","16","27","27","276","149","276","145","98","1","421","307027","180772","126255"
"nlsr9","945","15","15","27","27","288","150","278","145","108","1","423","308359","182102","126257"
"nlsr10","931","15","15","26","26","278","148","278","145","140","1","423","308386","182102","126284"
"sum","13494","1180","1120","342","304","3422","1940","3330","1856","1354","12","5186","3797740","2181271","1616469"
