"","No.","Time","Source","Destination","Protocol","Length","Info"
"779",779,1634274427.72409,"172.17.0.5","172.17.0.3","UDP (NDN)",717,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7C%82X%C3J/33=%00"
"797",797,1634274439.47664,"172.17.0.5","172.17.0.3","UDP (NDN)",911,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7C%82X%EDE/33=%00"
"798",798,1634274439.47678,"172.17.0.5","172.17.0.10","UDP (NDN)",911,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7C%82X%EDE/33=%00"
"812",812,1634274442.15648,"172.17.0.5","172.17.0.10","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7C%82X%FB%A7/33=%00"
"839",839,1634274452.43977,"172.17.0.5","172.17.0.10","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7C%82Y%23%D3/33=%00"
"851",851,1634274456.10644,"172.17.0.5","172.17.0.10","UDP (NDN)",945,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7C%82Y2%26/33=%00"
"867",867,1634274466.95531,"172.17.0.5","172.17.0.10","UDP (NDN)",780,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%11/35=%00%00%01%7C%82Y%5Cz/33=%00"
"882",882,1634274470.61885,"172.17.0.5","172.17.0.3","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%16/35=%00%00%01%7C%82Yj%D9/33=%00"
"9001",900,1634274480.90305,"172.17.0.5","172.17.0.10","UDP (NDN)",911,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%15/35=%00%00%01%7C%82Y%93%01/33=%00"
"913",913,1634274484.56871,"172.17.0.5","172.17.0.3","UDP (NDN)",789,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%17/35=%00%00%01%7C%82Y%A1V/33=%00"
"925",925,1634274495.36612,"172.17.0.5","172.17.0.10","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%18/35=%00%00%01%7C%82Y%CB%80/33=%00"
"937",937,1634274499.04066,"172.17.0.5","172.17.0.10","UDP (NDN)",946,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%16/35=%00%00%01%7C%82Y%D9%DA/33=%00"
"9671",967,1634274510.5959,"172.17.0.5","172.17.0.10","UDP (NDN)",743,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%12/35=%00%00%01%7C%82Z%03%15/33=%00"
"979",979,1634274513.26827,"172.17.0.5","172.17.0.10","UDP (NDN)",979,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%17/35=%00%00%01%7C%82Z%11o/33=%00"
"9931",993,1634274523.93515,"172.17.0.5","172.17.0.10","UDP (NDN)",946,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%18/35=%00%00%01%7C%82Z%3B%14/33=%00"
"1004",1004,1634274527.55046,"172.17.0.5","172.17.0.3","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%18/35=%00%00%01%7C%82ZI%3C/33=%00"
"10261",1026,1634274537.77397,"172.17.0.5","172.17.0.10","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7C%82Zq%25/33=%00"
"1038",1038,1634274541.44264,"172.17.0.5","172.17.0.10","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7C%82Z%7F%7D/33=%00"
"10521",1052,1634274551.61275,"172.17.0.5","172.17.0.10","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1A/35=%00%00%01%7C%82Z%A7%3A/33=%00"
"1063",1063,1634274555.27652,"172.17.0.5","172.17.0.3","UDP (NDN)",857,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%19/35=%00%00%01%7C%82Z%B5%8A/33=%00"
"10881",1088,1634274566.99675,"172.17.0.5","172.17.0.10","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1B/35=%00%00%01%7C%82Z%DFi/33=%00"
"1110",1110,1634274570.65424,"172.17.0.5","172.17.0.10","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1A/35=%00%00%01%7C%82Z%ED%B1/33=%00"
"1125",1125,1634274580.3775,"172.17.0.5","172.17.0.10","UDP (NDN)",806,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1C/35=%00%00%01%7C%82%5B%17%91/33=%00"
"1137",1137,1634274584.05687,"172.17.0.5","172.17.0.10","UDP (NDN)",1006,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1B/35=%00%00%01%7C%82%5B%25%F4/33=%00"
"1157",1157,1634274594.91501,"172.17.0.5","172.17.0.10","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1C/35=%00%00%01%7C%82%5BP%5E/33=%00"
"1169",1169,1634274598.60161,"172.17.0.5","172.17.0.10","UDP (NDN)",839,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1D/35=%00%00%01%7C%82%5B%5E%C5/33=%00"
"1185",1185,1634274609.29106,"172.17.0.5","172.17.0.10","UDP (NDN)",936,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1D/35=%00%00%01%7C%82%5B%88%7C/33=%00"
"1197",1197,1634274612.96432,"172.17.0.5","172.17.0.10","UDP (NDN)",874,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1E/35=%00%00%01%7C%82%5B%96%DF/33=%00"
"1216",1216,1634274624.73343,"172.17.0.5","172.17.0.10","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1E/35=%00%00%01%7C%82%5B%C0%F1/33=%00"
"12281",1228,1634274627.34646,"172.17.0.5","172.17.0.10","UDP (NDN)",910,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1F/35=%00%00%01%7C%82%5B%CF%0E/33=%00"
"1249",1249,1634274638.13624,"172.17.0.5","172.17.0.3","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%1A/35=%00%00%01%7C%82%5B%F96/33=%00"
"1261",1261,1634274641.81854,"172.17.0.5","172.17.0.10","UDP (NDN)",944,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%20/35=%00%00%01%7C%82%5C%07%95/33=%00"
"1282",1282,1634274653.74966,"172.17.0.5","172.17.0.10","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1F/35=%00%00%01%7C%82%5C2D/33=%00"
"381",38,1634274109.45011,"172.17.0.6","172.17.0.11","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7C%82S%E8%06/33=%00"
"61",61,1634274114.12624,"172.17.0.6","172.17.0.11","UDP (NDN)",885,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7C%82S%F6b/33=%00"
"90",90,1634274122.66165,"172.17.0.6","172.17.0.3","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7C%82T%1B%A3/33=%00"
"102",102,1634274126.41607,"172.17.0.6","172.17.0.11","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7C%82T%2AI/33=%00"
"122",122,1634274136.02587,"172.17.0.6","172.17.0.11","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7C%82TO%D5/33=%00"
"134",134,1634274139.74797,"172.17.0.6","172.17.0.11","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7C%82T%5E_/33=%00"
"156",156,1634274149.06705,"172.17.0.6","172.17.0.11","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0A/35=%00%00%01%7C%82T%82%C7/33=%00"
"170",170,1634274152.81245,"172.17.0.6","172.17.0.3","UDP (NDN)",841,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%09/35=%00%00%01%7C%82T%91e/33=%00"
"194",194,1634274162.86217,"172.17.0.6","172.17.0.11","UDP (NDN)",850,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%09/35=%00%00%01%7C%82T%B8%A1/33=%00"
"2061",206,1634274166.52941,"172.17.0.6","172.17.0.11","UDP (NDN)",936,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0B/35=%00%00%01%7C%82T%C6%F9/33=%00"
"225",225,1634274176.25547,"172.17.0.6","172.17.0.3","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0A/35=%00%00%01%7C%82T%EC%F9/33=%00"
"241",241,1634274180.02396,"172.17.0.6","172.17.0.11","UDP (NDN)",971,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0C/35=%00%00%01%7C%82T%FB%AC/33=%00"
"2552",255,1634274189.54287,"172.17.0.6","172.17.0.11","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0D/35=%00%00%01%7C%82U%20%DA/33=%00"
"274",274,1634274193.24188,"172.17.0.6","172.17.0.3","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7C%82U%2FW/33=%00"
"295",295,1634274204.24358,"172.17.0.6","172.17.0.3","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0A/35=%00%00%01%7C%82UVg/33=%00"
"296",296,1634274204.24365,"172.17.0.6","172.17.0.11","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0A/35=%00%00%01%7C%82UVg/33=%00"
"307",307,1634274206.9206,"172.17.0.6","172.17.0.3","UDP (NDN)",876,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0C/35=%00%00%01%7C%82Ud%C6/33=%00"
"327",327,1634274217.00044,"172.17.0.6","172.17.0.11","UDP (NDN)",717,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0B/35=%00%00%01%7C%82U%8C%26/33=%00"
"342",342,1634274220.65707,"172.17.0.6","172.17.0.3","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7C%82U%9Ao/33=%00"
"3552",355,1634274230.83317,"172.17.0.6","172.17.0.3","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0E/35=%00%00%01%7C%82U%C2-/33=%00"
"368",368,1634274234.50956,"172.17.0.6","172.17.0.11","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7C%82U%D0%89/33=%00"
"3891",389,1634274244.69352,"172.17.0.6","172.17.0.11","UDP (NDN)",718,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0D/35=%00%00%01%7C%82U%F8N/33=%00"
"401",401,1634274249.38041,"172.17.0.6","172.17.0.11","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0E/35=%00%00%01%7C%82V%06%B9/33=%00"
"415",415,1634274258.78088,"172.17.0.6","172.17.0.11","UDP (NDN)",936,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0F/35=%00%00%01%7C%82V%2FU/33=%00"
"433",433,1634274263.43123,"172.17.0.6","172.17.0.11","UDP (NDN)",883,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0A/35=%00%00%01%7C%82V%3D%99/33=%00"
"455",455,1634274271.95258,"172.17.0.6","172.17.0.11","UDP (NDN)",683,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0E/35=%00%00%01%7C%82Vb%CA/33=%00"
"472",472,1634274275.65944,"172.17.0.6","172.17.0.3","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0F/35=%00%00%01%7C%82VqH/33=%00"
"488",488,1634274285.36431,"172.17.0.6","172.17.0.11","UDP (NDN)",848,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0B/35=%00%00%01%7C%82V%97-/33=%00"
"506",506,1634274289.05499,"172.17.0.6","172.17.0.11","UDP (NDN)",973,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%10/35=%00%00%01%7C%82V%A5%9B/33=%00"
"5241",524,1634274298.99721,"172.17.0.6","172.17.0.11","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%11/35=%00%00%01%7C%82V%CCo/33=%00"
"536",536,1634274302.71112,"172.17.0.6","172.17.0.11","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0C/35=%00%00%01%7C%82V%DA%F2/33=%00"
"548",548,1634274313.02258,"172.17.0.6","172.17.0.11","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7C%82W%037/33=%00"
"560",560,1634274316.69001,"172.17.0.6","172.17.0.11","UDP (NDN)",717,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0F/35=%00%00%01%7C%82W%11%8C/33=%00"
"580",580,1634274326.77564,"172.17.0.6","172.17.0.11","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%13/35=%00%00%01%7C%82W8%E7/33=%00"
"5921",592,1634274330.45909,"172.17.0.6","172.17.0.11","UDP (NDN)",754,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7C%82WGY/33=%00"
"612",612,1634274340.3937,"172.17.0.6","172.17.0.11","UDP (NDN)",849,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0D/35=%00%00%01%7C%82Wn%1E/33=%00"
"624",624,1634274344.10512,"172.17.0.6","172.17.0.11","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7C%82W%7C%A1/33=%00"
"6421",642,1634274354.3204,"172.17.0.6","172.17.0.3","UDP (NDN)",876,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7C%82W%A4%8C/33=%00"
"658",658,1634274359.04738,"172.17.0.6","172.17.0.3","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%11/35=%00%00%01%7C%82W%B3%1C/33=%00"
"659",659,1634274359.04743,"172.17.0.6","172.17.0.11","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%11/35=%00%00%01%7C%82W%B3%1C/33=%00"
"6731",673,1634274368.34649,"172.17.0.6","172.17.0.11","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%12/35=%00%00%01%7C%82W%DBW/33=%00"
"683",683,1634274372.03694,"172.17.0.6","172.17.0.3","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%11/35=%00%00%01%7C%82W%E9%C2/33=%00"
"702",702,1634274382.6436,"172.17.0.6","172.17.0.11","UDP (NDN)",717,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%13/35=%00%00%01%7C%82X%13%27/33=%00"
"723",723,1634274387.3079,"172.17.0.6","172.17.0.11","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7C%82X%21%7F/33=%00"
"743",743,1634274396.33865,"172.17.0.6","172.17.0.11","UDP (NDN)",683,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%14/35=%00%00%01%7C%82XH%B0/33=%00"
"757",757,1634274400.03736,"172.17.0.6","172.17.0.3","UDP (NDN)",945,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%12/35=%00%00%01%7C%82XW%23/33=%00"
"770",770,1634274410.14352,"172.17.0.6","172.17.0.11","UDP (NDN)",849,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0F/35=%00%00%01%7C%82X~%9A/33=%00"
"7841",784,1634274413.83679,"172.17.0.6","172.17.0.11","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%15/35=%00%00%01%7C%82X%8D%05/33=%00"
"804",804,1634274424.02068,"172.17.0.6","172.17.0.11","UDP (NDN)",814,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7C%82X%B4%CD/33=%00"
"816",816,1634274427.72765,"172.17.0.6","172.17.0.11","UDP (NDN)",717,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7C%82X%C3J/33=%00"
"829",829,1634274438.4739,"172.17.0.6","172.17.0.3","UDP (NDN)",911,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7C%82X%EDE/33=%00"
"843",843,1634274442.16027,"172.17.0.6","172.17.0.11","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7C%82X%FB%A7/33=%00"
"866",866,1634274452.44057,"172.17.0.6","172.17.0.11","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7C%82Y%23%D3/33=%00"
"879",879,1634274456.10429,"172.17.0.6","172.17.0.3","UDP (NDN)",945,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7C%82Y2%26/33=%00"
"8921",892,1634274466.94606,"172.17.0.6","172.17.0.11","UDP (NDN)",780,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%11/35=%00%00%01%7C%82Y%5Cz/33=%00"
"905",905,1634274470.62067,"172.17.0.6","172.17.0.11","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%16/35=%00%00%01%7C%82Yj%D9/33=%00"
"926",926,1634274480.90044,"172.17.0.6","172.17.0.3","UDP (NDN)",911,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%15/35=%00%00%01%7C%82Y%93%01/33=%00"
"939",939,1634274485.56984,"172.17.0.6","172.17.0.3","UDP (NDN)",789,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%17/35=%00%00%01%7C%82Y%A1V/33=%00"
"940",940,1634274485.56995,"172.17.0.6","172.17.0.11","UDP (NDN)",789,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%17/35=%00%00%01%7C%82Y%A1V/33=%00"
"9541",954,1634274495.36529,"172.17.0.6","172.17.0.11","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%18/35=%00%00%01%7C%82Y%CB%80/33=%00"
"965",965,1634274499.03972,"172.17.0.6","172.17.0.3","UDP (NDN)",946,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%16/35=%00%00%01%7C%82Y%D9%DA/33=%00"
"9932",993,1634274510.59609,"172.17.0.6","172.17.0.11","UDP (NDN)",743,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%12/35=%00%00%01%7C%82Z%03%15/33=%00"
"1008",1008,1634274513.26632,"172.17.0.6","172.17.0.3","UDP (NDN)",979,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%17/35=%00%00%01%7C%82Z%11o/33=%00"
"10271",1027,1634274523.92771,"172.17.0.6","172.17.0.3","UDP (NDN)",946,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%18/35=%00%00%01%7C%82Z%3B%14/33=%00"
"1039",1039,1634274527.55191,"172.17.0.6","172.17.0.11","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%18/35=%00%00%01%7C%82ZI%3C/33=%00"
"1057",1057,1634274537.76974,"172.17.0.6","172.17.0.3","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7C%82Zq%25/33=%00"
"1070",1070,1634274541.44375,"172.17.0.6","172.17.0.11","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7C%82Z%7F%7D/33=%00"
"1085",1085,1634274551.6118,"172.17.0.6","172.17.0.3","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1A/35=%00%00%01%7C%82Z%A7%3A/33=%00"
"1096",1096,1634274555.28016,"172.17.0.6","172.17.0.11","UDP (NDN)",857,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%19/35=%00%00%01%7C%82Z%B5%8A/33=%00"
"1116",1116,1634274565.99492,"172.17.0.6","172.17.0.3","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1B/35=%00%00%01%7C%82Z%DFi/33=%00"
"1133",1133,1634274570.65394,"172.17.0.6","172.17.0.11","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1A/35=%00%00%01%7C%82Z%ED%B1/33=%00"
"11531",1153,1634274580.37353,"172.17.0.6","172.17.0.3","UDP (NDN)",806,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1C/35=%00%00%01%7C%82%5B%17%91/33=%00"
"1165",1165,1634274584.05646,"172.17.0.6","172.17.0.11","UDP (NDN)",1006,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1B/35=%00%00%01%7C%82%5B%25%F4/33=%00"
"1187",1187,1634274594.91523,"172.17.0.6","172.17.0.11","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1C/35=%00%00%01%7C%82%5BP%5E/33=%00"
"11981",1198,1634274598.59943,"172.17.0.6","172.17.0.3","UDP (NDN)",839,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1D/35=%00%00%01%7C%82%5B%5E%C5/33=%00"
"1212",1212,1634274609.29392,"172.17.0.6","172.17.0.11","UDP (NDN)",936,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1D/35=%00%00%01%7C%82%5B%88%7C/33=%00"
"1223",1223,1634274612.96254,"172.17.0.6","172.17.0.3","UDP (NDN)",874,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1E/35=%00%00%01%7C%82%5B%96%DF/33=%00"
"1247",1247,1634274624.73475,"172.17.0.6","172.17.0.11","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1E/35=%00%00%01%7C%82%5B%C0%F1/33=%00"
"1258",1258,1634274627.34524,"172.17.0.6","172.17.0.3","UDP (NDN)",910,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1F/35=%00%00%01%7C%82%5B%CF%0E/33=%00"
"12821",1282,1634274638.13839,"172.17.0.6","172.17.0.11","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%1A/35=%00%00%01%7C%82%5B%F96/33=%00"
"1292",1292,1634274641.8162,"172.17.0.6","172.17.0.3","UDP (NDN)",944,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%20/35=%00%00%01%7C%82%5C%07%95/33=%00"
"1310",1310,1634274653.74768,"172.17.0.6","172.17.0.3","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1F/35=%00%00%01%7C%82%5C2D/33=%00"
"1311",1311,1634274653.74786,"172.17.0.6","172.17.0.11","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1F/35=%00%00%01%7C%82%5C2D/33=%00"
"27",27,1634274110.45222,"172.17.0.7","172.17.0.4","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7C%82S%E8%06/33=%00"
"28",28,1634274110.45229,"172.17.0.7","172.17.0.12","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7C%82S%E8%06/33=%00"
"40",40,1634274113.12842,"172.17.0.7","172.17.0.12","UDP (NDN)",885,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7C%82S%F6b/33=%00"
"66",66,1634274122.66726,"172.17.0.7","172.17.0.12","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7C%82T%1B%A3/33=%00"
"77",77,1634274126.41337,"172.17.0.7","172.17.0.4","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7C%82T%2AI/33=%00"
"93",93,1634274136.02725,"172.17.0.7","172.17.0.12","UDP (NDN)",788,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7C%82TO%D5/33=%00"
"1042",104,1634274139.74474,"172.17.0.7","172.17.0.4","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7C%82T%5E_/33=%00"
