"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","813","500","0","9","18","145","1","140","0","66","2","140","90071","90071","0"
"nlsr1","2499","500","500","55","28","429","289","420","278","202","2","698","509191","270213","238978"
"nlsr2","1778","30","266","45","36","396","296","420","289","198","2","709","518573","270213","248360"
"nlsr3","1168","30","234","27","27","262","156","280","152","138","2","432","310751","180142","130609"
"nlsr4","941","16","16","27","27","280","151","279","145","140","2","424","304105","179483","124622"
"nlsr5","931","14","14","27","27","280","146","279","144","128","2","423","303269","179483","123786"
"nlsr6","1541","30","30","45","36","393","297","420","290","194","2","710","519391","270174","249217"
"nlsr7","941","16","16","27","27","290","143","280","142","136","2","422","302184","180142","122042"
"nlsr8","929","14","14","27","27","280","144","280","143","136","2","423","303063","180142","122921"
"nlsr9","929","14","14","27","27","280","144","280","143","98","2","423","303022","180142","122880"
"nlsr10","940","16","16","27","27","282","148","280","144","130","2","424","303879","180142","123737"
"sum","13410","1180","1120","343","307","3317","1915","3358","1870","1566","22","5228","3767499","2160347","1607152"
