"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","805","500","0","9","18","145","0","133","0","74","1","133","86269","86269","0"
"nlsr1","2462","500","500","59","29","423","278","405","268","206","1","673","494453","262629","231824"
"nlsr2","1713","29","243","49","39","384","285","405","279","176","2","684","503974","262629","241345"
"nlsr3","1179","31","257","29","29","266","150","270","147","116","1","417","302184","175086","127098"
"nlsr4","903","13","13","27","28","278","138","270","136","118","2","406","292715","175086","117629"
"nlsr5","907","16","16","29","28","260","146","270","142","118","1","412","297913","175084","122829"
"nlsr6","1495","31","31","45","37","384","287","402","278","160","1","680","501210","260736","240474"
"nlsr7","905","13","13","27","27","276","143","268","138","132","1","406","293204","173824","119380"
"nlsr8","902","16","16","27","27","276","136","268","136","134","1","404","291474","173822","117652"
"nlsr9","900","14","14","27","27","278","137","267","136","118","1","403","290801","173181","117620"
"nlsr10","913","17","17","27","27","274","145","268","138","92","1","406","293182","173824","119358"
"sum","13084","1180","1120","355","316","3244","1845","3226","1798","1444","13","5024","3647379","2092170","1555209"
