"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","794","499","0","8","17","142","0","128","0","55","1","128","83065","83065","0"
"nlsr1","2419","499","499","54","27","426","274","384","256","162","1","640","470711","249195","221516"
"nlsr2","1695","33","265","45","36","378","284","384","270","170","1","654","482815","249195","233620"
"nlsr3","1125","27","234","27","27","274","144","256","136","102","1","392","283810","166130","117680"
"nlsr4","888","16","16","27","27","268","144","255","135","120","1","390","282288","165484","116804"
"nlsr5","881","17","17","27","27","260","142","256","135","107","1","391","282950","166130","116820"
"nlsr6","1464","27","27","46","36","402","280","384","262","156","1","646","475874","249195","226679"
"nlsr7","888","16","16","27","27","274","139","256","133","110","1","389","281187","166118","115069"
"nlsr8","875","17","17","27","27","268","133","254","132","102","1","386","279058","164838","114220"
"nlsr9","882","13","13","27","27","276","142","256","128","116","1","384","276888","166130","110758"
"nlsr10","890","14","14","27","27","284","140","256","128","86","1","384","276888","166130","110758"
"sum","12801","1178","1118","342","305","3252","1822","3069","1715","1286","11","4784","3475534","1991610","1483924"
