"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","760","500","0","9","18","120","0","113","0","58","2","113","73638","73638","0"
"nlsr1","2245","500","500","56","29","360","230","342","228","176","2","570","420870","222906","197964"
"nlsr2","1494","28","223","49","39","351","232","342","230","178","2","572","422595","222906","199689"
"nlsr3","1077","35","277","29","28","230","130","228","120","104","2","348","252790","148604","104186"
"nlsr4","777","13","13","29","28","232","119","228","115","108","2","343","248440","148604","99836"
"nlsr5","780","15","15","29","27","232","120","228","114","106","2","342","247586","148604","98982"
"nlsr6","1321","35","35","46","36","354","242","342","231","166","2","573","423470","222906","200564"
"nlsr7","779","13","13","27","27","234","121","228","116","118","2","344","249302","148604","100698"
"nlsr8","781","15","15","27","27","224","126","228","119","98","2","347","251937","148604","103333"
"nlsr9","798","19","19","27","27","224","131","228","123","122","2","351","255436","148604","106832"
"nlsr10","785","16","16","27","28","226","124","228","120","110","2","348","252768","148604","104164"
"sum","11597","1189","1126","355","314","2787","1575","2735","1516","1344","22","4251","3098832","1782584","1316248"
