"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","804","500","0","9","18","145","0","132","0","62","1","132","86943","86943","0"
"nlsr1","2457","500","500","55","28","429","277","402","266","206","2","668","497437","264717","232720"
"nlsr2","1744","32","270","47","38","387","291","402","277","172","1","679","507093","264717","242376"
"nlsr3","1136","29","230","27","28","266","147","267","142","150","1","409","299984","175815","124169"
"nlsr4","905","15","15","28","29","268","144","268","138","102","1","406","297240","176478","120762"
"nlsr5","904","17","17","29","28","264","144","266","139","122","1","405","296771","175152","121619"
"nlsr6","1499","29","29","48","36","396","288","400","273","186","2","673","502126","263391","238735"
"nlsr7","907","15","15","29","27","272","144","268","137","110","1","405","296359","176478","119881"
"nlsr8","899","17","17","27","27","264","141","268","138","130","1","406","297226","176478","120748"
"nlsr9","895","14","14","27","27","270","142","265","136","104","2","401","293513","174549","118964"
"nlsr10","903","15","15","27","27","270","145","266","138","112","2","404","295903","175226","120677"
"sum","13053","1183","1122","353","313","3231","1863","3204","1784","1456","15","4988","3670595","2109944","1560651"
