"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","806","500","0","9","18","147","0","132","0","64","1","132","85231","85231","0"
"nlsr1","2468","500","500","59","29","429","286","399","266","206","2","665","486878","257622","229256"
"nlsr2","1749","31","255","50","40","405","292","399","277","206","1","676","496324","257622","238702"
"nlsr3","1143","29","245","29","28","256","149","265","142","114","1","407","293506","171105","122401"
"nlsr4","919","13","13","29","29","288","144","268","135","128","1","403","289345","173010","116335"
"nlsr5","922","18","18","29","28","274","150","264","141","134","1","405","291954","170462","121492"
"nlsr6","1479","29","29","45","37","384","282","399","274","162","1","673","493740","257622","236118"
"nlsr7","918","13","13","29","28","286","145","268","136","120","2","404","290196","173010","117186"
"nlsr8","920","18","18","27","28","280","145","266","138","118","1","404","290665","171748","118917"
"nlsr9","901","16","16","27","27","262","147","266","140","120","1","406","292408","171748","120660"
"nlsr10","890","13","13","27","27","276","135","266","133","96","2","399","286376","171748","114628"
"sum","13115","1180","1120","360","319","3287","1875","3192","1782","1468","14","4974","3596623","2060928","1535695"
