"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","800","500","0","9","18","138","1","134","0","66","1","134","87566","87566","0"
"nlsr1","2444","500","500","59","29","411","272","405","268","172","1","673","497759","264645","233114"
"nlsr2","1736","30","273","50","39","375","284","405","280","182","1","685","508183","264645","243538"
"nlsr3","1132","30","227","30","29","250","150","270","146","92","1","416","303345","176430","126915"
"nlsr4","907","15","15","30","29","262","146","270","140","132","1","410","298211","176430","121781"
"nlsr5","906","15","15","30","29","264","143","270","140","122","1","410","298195","176430","121765"
"nlsr6","1497","30","30","48","37","378","292","402","280","159","1","682","506257","262752","243505"
"nlsr7","909","15","15","29","29","276","140","270","135","122","1","405","293863","176430","117433"
"nlsr8","905","15","15","29","29","274","138","270","135","110","1","405","293863","176430","117433"
"nlsr9","904","16","16","27","28","272","140","268","137","112","1","405","294298","175168","119130"
"nlsr10","906","14","14","28","28","278","141","268","135","132","1","403","292586","175168","117418"
"sum","13046","1180","1120","369","324","3178","1847","3232","1796","1401","11","5028","3674126","2112094","1562032"
