"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","800","500","0","9","18","142","0","131","0","68","2","131","86405","86405","0"
"nlsr1","2445","500","500","58","28","423","278","396","262","212","2","658","490580","261108","229472"
"nlsr2","1725","32","257","48","37","390","290","396","275","188","2","671","501803","261108","240695"
"nlsr3","1140","28","243","27","28","266","145","264","139","126","2","403","295774","174072","121702"
"nlsr4","905","17","17","27","27","272","144","262","139","102","2","401","294390","172746","121644"
"nlsr5","889","15","15","27","27","262","144","262","137","140","2","399","292735","172810","119925"
"nlsr6","1477","28","28","45","36","399","281","393","267","176","2","660","493059","259215","233844"
"nlsr7","896","17","17","27","27","274","139","261","134","96","2","395","289485","172147","117338"
"nlsr8","890","15","15","27","27","270","140","262","134","138","2","396","290122","172810","117312"
"nlsr9","884","12","12","27","27","278","134","262","132","102","2","394","288414","172810","115604"
"nlsr10","904","16","16","27","27","278","143","262","135","128","2","397","291058","172810","118248"
"sum","12955","1180","1120","349","309","3254","1838","3151","1754","1476","22","4905","3613825","2078041","1535784"
