"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1772","499","499","27","27","226","109","324","60","1","1772"
"nlsr1","4343","998","998","85","85","662","346","972","196","1","4343"
"nlsr2","2912","284","284","86","86","665","350","972","184","1","2912"
"nlsr3","2119","277","277","55","55","429","229","648","148","1","2119"
"nlsr4","1608","32","32","55","55","446","229","646","112","1","1608"
"nlsr5","1612","32","32","55","55","456","221","646","114","1","1612"
"nlsr6","2427","60","60","81","81","648","334","974","188","1","2427"
"nlsr7","1592","32","32","54","54","439","224","648","108","1","1592"
"nlsr8","1612","32","32","54","54","451","217","647","124","1","1612"
"nlsr9","1555","28","28","54","54","408","221","647","114","1","1555"
"nlsr10","1589","32","32","54","54","424","220","648","124","1","1589"
"sum","23141","2306","2306","660","660","5254","2700","7772","1472","11","23141"
