"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","793","500","0","9","18","135","2","129","0","58","1","129","84276","84276","0"
"nlsr1","2395","500","500","55","27","399","271","387","256","174","2","643","475548","252828","222720"
"nlsr2","1683","30","267","47","38","378","273","387","263","198","1","650","481648","252828","228820"
"nlsr3","1110","30","233","28","28","250","146","258","137","102","1","395","287714","168552","119162"
"nlsr4","869","14","14","28","28","256","139","257","133","112","2","390","283674","167909","115765"
"nlsr5","881","16","16","27","29","260","140","258","135","128","1","393","286006","168552","117454"
"nlsr6","1457","30","30","48","37","378","279","387","268","162","1","655","486023","252828","233195"
"nlsr7","871","14","14","29","28","268","133","257","128","100","1","385","279269","167909","111360"
"nlsr8","878","16","16","29","27","262","136","258","134","112","1","392","285186","168576","116610"
"nlsr9","872","14","14","29","27","266","133","258","131","126","1","389","282522","168514","114008"
"nlsr10","880","16","16","28","27","268","135","258","132","106","1","390","283388","168552","114836"
"sum","12689","1180","1120","357","314","3120","1787","3094","1717","1378","13","4811","3515254","2021324","1493930"
