"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","809","500","0","9","18","149","0","133","0","66","1","133","84419","84419","0"
"nlsr1","2479","500","500","56","28","438","284","405","268","202","1","673","485201","257079","228122"
"nlsr2","1747","30","254","47","38","411","286","405","276","190","2","681","492049","257079","234970"
"nlsr3","1168","30","246","28","29","272","153","270","140","138","1","410","290587","171386","119201"
"nlsr4","929","14","14","29","28","290","148","270","136","118","1","406","287136","171386","115750"
"nlsr5","920","16","16","29","28","274","147","270","140","118","2","410","290510","171386","119124"
"nlsr6","1495","30","30","48","37","381","286","405","278","204","1","683","493712","257079","236633"
"nlsr7","933","14","14","27","27","292","151","269","139","104","2","408","289056","170743","118313"
"nlsr8","921","16","16","29","27","274","149","270","140","116","1","410","290552","171386","119166"
"nlsr9","898","14","14","27","27","264","143","270","139","114","1","409","289736","171386","118350"
"nlsr10","900","16","16","27","27","264","144","266","140","136","1","406","288030","168838","119192"
"sum","13199","1180","1120","356","314","3309","1891","3233","1796","1506","14","5029","3580988","2052167","1528821"
