"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","763","499","0","9","18","125","0","112","0","54","1","112","73692","73692","0"
"nlsr1","2260","499","499","58","29","369","241","339","226","174","1","565","420721","223047","197674"
"nlsr2","1530","30","243","48","38","351","247","339","234","182","1","573","427731","223047","204684"
"nlsr3","1049","32","256","29","27","228","128","226","123","100","1","349","256205","148698","107507"
"nlsr4","798","15","15","27","28","244","126","226","117","116","1","343","251078","148698","102380"
"nlsr5","778","15","15","27","27","230","123","226","115","114","1","341","249288","148698","100590"
"nlsr6","1310","32","32","45","37","348","244","339","233","154","1","572","426775","223047","203728"
"nlsr7","797","15","15","27","27","252","122","226","113","108","1","339","247535","148698","98837"
"nlsr8","785","15","15","27","27","240","121","226","114","110","1","340","248390","148698","99692"
"nlsr9","781","17","17","27","27","238","118","224","113","126","1","337","246221","147384","98837"
"nlsr10","778","15","15","27","27","236","118","226","114","94","1","340","248402","148698","99704"
"sum","11629","1184","1122","351","312","2861","1588","2709","1502","1332","11","4211","3096038","1782405","1313633"
