"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1905","500","500","27","27","273","129","382","66","1","1905"
"nlsr1","4734","1000","1000","81","81","803","400","1158","210","1","4734"
"nlsr2","3182","247","247","81","81","791","400","1158","176","1","3182"
"nlsr3","2408","314","314","54","54","511","268","768","124","1","2408"
"nlsr4","1825","26","26","55","55","531","263","768","100","1","1825"
"nlsr5","1832","28","28","56","56","525","264","768","106","1","1832"
"nlsr6","2739","68","68","81","81","742","398","1152","148","1","2739"
"nlsr7","1811","26","26","54","54","519","262","767","102","1","1811"
"nlsr8","1817","28","28","54","54","513","261","768","110","1","1817"
"nlsr9","1788","34","34","51","51","482","261","768","106","1","1788"
"nlsr10","1792","34","34","52","52","487","264","768","100","1","1792"
"sum","25833","2305","2305","646","646","6177","3170","9225","1348","11","25833"
