"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","791","500","0","9","18","137","0","127","0","66","1","127","82508","82508","0"
"nlsr1","2395","500","500","54","27","408","263","387","256","210","1","643","473127","251403","221724"
"nlsr2","1637","27","220","45","36","390","270","387","262","176","1","649","478331","251403","226928"
"nlsr3","1157","34","280","27","27","254","142","256","137","124","1","393","284992","166336","118656"
"nlsr4","869","13","13","28","27","268","134","256","130","100","1","386","278931","166336","112595"
"nlsr5","869","14","14","28","28","262","136","256","131","106","1","387","279757","166336","113421"
"nlsr6","1436","34","34","45","36","363","274","384","266","148","1","650","479781","249504","230277"
"nlsr7","864","13","13","27","27","266","132","256","130","102","1","386","278932","166336","112596"
"nlsr8","870","14","14","27","27","266","134","256","132","110","1","388","280636","166336","114300"
"nlsr9","864","17","17","25","26","252","137","256","134","106","1","390","282323","166336","115987"
"nlsr10","865","17","17","25","27","252","137","256","134","100","1","390","282367","166336","116031"
"sum","12617","1183","1122","340","306","3118","1759","3077","1712","1348","11","4789","3481685","1999170","1482515"
