"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","781","500","0","9","18","131","0","123","0","54","1","123","80091","80091","0"
"nlsr1","2367","500","500","55","28","396","265","375","248","182","1","623","459266","244122","215144"
"nlsr2","1660","29","265","47","38","387","265","375","254","210","1","629","464400","244122","220278"
"nlsr3","1082","32","235","27","28","240","138","250","132","116","1","382","277271","162748","114523"
"nlsr4","855","16","16","27","28","256","133","250","129","110","1","379","274537","162700","111837"
"nlsr5","849","13","13","29","28","262","130","250","124","136","1","374","270320","162748","107572"
"nlsr6","1406","32","32","48","36","360","267","375","256","180","1","631","466192","244122","222070"
"nlsr7","852","16","16","29","27","248","135","250","131","104","1","381","276274","162700","113574"
"nlsr8","842","13","13","27","27","252","133","250","127","117","1","377","272904","162748","110156"
"nlsr9","854","16","16","27","27","262","130","250","126","118","1","376","272062","162748","109314"
"nlsr10","841","16","16","27","27","244","132","248","131","106","2","379","275101","161486","113615"
"sum","12389","1183","1122","352","312","3038","1728","2996","1658","1433","12","4654","3388418","1950335","1438083"
