"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","1968","500","0","10","20","145","1","138","0","58","2","138","107006","107006","0"
"nlsr1","5103","500","500","66","33","438","303","420","303","184","2","723","626242","325641","300601"
"nlsr2","4179","60","500","54","43","405","313","420","303","212","2","723","626142","325641","300501"
"nlsr3","2201","0","0","32","32","290","170","280","184","112","2","464","399578","217094","182484"
"nlsr4","3019","29","29","53","41","432","289","420","280","174","2","700","603366","325641","277725"
"nlsr5","3180","31","31","50","41","417","305","420","294","203","2","714","617249","325641","291608"
"nlsr6","3420","0","0","50","41","435","344","420","345","176","2","765","667839","325641","342198"
"nlsr7","1980","14","14","30","31","286","148","278","140","110","2","418","354444","215560","138884"
"nlsr8","1989","15","15","30","31","272","154","276","144","132","2","420","356776","214012","142764"
"nlsr9","1990","16","16","30","30","276","153","278","142","122","2","420","356409","215560","140849"
"nlsr10","3343","15","15","40","51","426","323","417","313","178","2","730","633730","323340","310390"
"nlsr11","2304","0","0","30","30","290","184","278","207","140","2","485","420909","215560","205349"
"nlsr12","1973","14","14","30","30","282","147","278","143","122","2","421","357420","215560","141860"
"nlsr13","1975","15","15","30","30","274","147","278","144","146","2","422","358314","215560","142754"
"nlsr14","1947","16","16","29","30","276","149","278","145","112","2","423","359404","215560","143844"
"nlsr15","3257","15","15","40","50","411","335","417","330","212","2","747","650618","323340","327278"
"sum","43828","1240","1180","604","564","5355","3465","5296","3417","2393","32","8713","7495446","4106357","3389089"
