"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","767","500","0","9","17","125","0","116","0","78","1","116","76181","76181","0"
"nlsr1","2286","500","500","55","28","372","243","354","234","222","1","588","436677","232317","204360"
"nlsr2","1565","30","265","45","36","348","249","351","241","162","1","592","440881","230424","210457"
"nlsr3","1043","29","235","27","27","240","128","233","124","134","1","357","261294","152989","108305"
"nlsr4","801","14","14","27","27","240","125","234","120","88","1","354","258409","153616","104793"
"nlsr5","808","16","16","27","27","236","129","234","123","114","1","357","261028","153616","107412"
"nlsr6","1335","29","29","45","36","348","256","351","241","172","1","592","440886","230424","210462"
"nlsr7","803","14","14","27","27","246","123","234","118","92","1","352","256673","153616","103057"
"nlsr8","802","16","16","27","27","240","123","234","119","132","1","353","257536","153616","103920"
"nlsr9","797","13","13","27","27","242","122","234","119","114","1","353","257572","153616","103956"
"nlsr10","811","16","16","27","27","244","128","234","119","104","1","353","257543","153616","103927"
"sum","11818","1177","1118","343","306","2881","1626","2809","1558","1412","11","4367","3204680","1844031","1360649"
