"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","835","500","0","9","18","157","0","151","0","68","1","151","97201","97201","0"
"nlsr1","2631","500","500","54","27","477","310","459","304","180","1","763","556847","295443","261404"
"nlsr2","1867","29","223","46","37","441","317","459","315","186","2","774","566267","295443","270824"
"nlsr3","1295","31","277","28","28","290","170","305","166","106","1","471","338981","196313","142668"
"nlsr4","1011","15","15","27","28","300","162","306","158","116","2","464","332798","196962","135836"
"nlsr5","1005","14","14","27","27","300","160","306","157","128","1","463","331940","196962","134978"
"nlsr6","1679","31","31","45","36","432","329","456","319","176","1","775","567740","293523","274217"
"nlsr7","1000","15","15","27","27","296","158","304","158","98","2","462","331540","195700","135840"
"nlsr8","1003","14","14","27","27","302","158","304","157","108","2","461","330690","195700","134990"
"nlsr9","1014","16","16","27","27","304","159","304","161","116","1","465","334085","195716","138369"
"nlsr10","1008","15","15","27","27","302","159","304","159","104","1","463","332351","195700","136651"
"sum","14348","1180","1120","344","309","3601","2082","3658","2054","1386","15","5712","4120440","2354663","1765777"
