"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","753","499","0","9","17","121","0","107","0","68","1","107","70314","70314","0"
"nlsr1","2205","499","499","54","27","354","230","326","216","188","1","542","402883","214127","188756"
"nlsr2","1440","30","226","45","36","324","229","327","223","166","1","550","409697","214770","194927"
"nlsr3","1031","30","273","27","27","220","122","218","114","120","1","332","242803","143180","99623"
"nlsr4","750","15","15","27","27","216","120","218","112","126","1","330","241023","143180","97843"
"nlsr5","747","15","15","27","27","222","114","216","111","118","1","327","238913","141914","96999"
"nlsr6","1246","30","30","45","36","321","233","327","224","168","1","551","410499","214770","195729"
"nlsr7","749","15","15","27","27","230","111","216","108","126","1","324","236292","141914","94378"
"nlsr8","743","15","15","27","27","226","111","214","108","118","1","322","235006","140628","94378"
"nlsr9","751","16","16","27","27","228","112","217","108","114","1","325","236915","142537","94378"
"nlsr10","748","14","14","26","27","233","110","216","108","100","1","324","236272","141894","94378"
"sum","11163","1178","1118","341","305","2695","1492","2602","1432","1412","11","4034","2960617","1709228","1251389"
