"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","822","499","0","9","17","151","0","146","0","58","2","146","93273","93273","0"
"nlsr1","2574","499","499","58","27","453","300","444","294","176","3","738","534948","283596","251352"
"nlsr2","1845","29","255","45","36","423","309","444","304","184","3","748","543536","283596","259940"
"nlsr3","1218","31","244","27","27","270","164","294","161","118","2","455","325487","187792","137695"
"nlsr4","975","14","14","27","27","292","154","295","152","112","2","447","318378","188428","129950"
"nlsr5","977","15","15","27","27","292","153","294","154","138","3","448","319491","187792","131699"
"nlsr6","1611","31","31","45","36","405","311","444","308","176","2","752","546990","283587","263403"
"nlsr7","972","14","14","27","27","294","151","294","151","114","2","445","316895","187792","129103"
"nlsr8","977","15","15","27","27","288","157","294","154","128","3","448","319501","187796","131705"
"nlsr9","968","14","14","27","27","288","151","296","151","134","3","447","318200","189058","129142"
"nlsr10","969","17","17","26","26","280","155","294","154","102","2","448","319485","187812","131673"
"sum","13908","1178","1118","345","304","3436","2005","3539","1983","1440","27","5522","3956184","2260522","1695662"
