"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","753","500","0","9","18","117","0","109","0","50","1","109","71073","71073","0"
"nlsr1","2214","500","500","55","28","360","223","330","218","162","1","548","404534","215112","189422"
"nlsr2","1502","31","258","47","38","348","231","330","219","204","1","549","405407","215112","190295"
"nlsr3","998","29","242","27","27","226","115","220","112","104","1","332","240749","143408","97341"
"nlsr4","768","15","15","27","28","234","120","220","109","122","1","329","238119","143408","94711"
"nlsr5","767","16","16","29","28","232","118","219","109","138","1","328","237475","142764","94711"
"nlsr6","1247","29","29","45","36","333","226","330","219","178","1","549","405393","215112","190281"
"nlsr7","768","15","15","27","27","230","119","220","115","112","1","335","243346","143408","99938"
"nlsr8","762","16","16","27","27","218","122","220","116","124","1","336","244198","143408","100790"
"nlsr9","745","14","14","27","26","214","116","220","114","106","1","334","242437","143408","99029"
"nlsr10","754","15","15","27","26","218","118","220","115","128","2","335","243346","143408","99938"
"sum","11278","1180","1120","347","309","2730","1508","2638","1446","1428","12","4084","2976077","1719621","1256456"
