"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","769","499","0","9","18","125","0","118","0","68","1","118","77680","77680","0"
"nlsr1","2296","499","499","56","28","369","247","360","238","214","1","598","445082","236898","208184"
"nlsr2","1588","32","242","47","38","360","260","360","249","182","2","609","454590","236898","217692"
"nlsr3","1072","30","257","27","28","232","130","240","128","148","2","368","269839","157932","111907"
"nlsr4","828","16","16","29","28","246","130","240","123","110","1","363","265473","157932","107541"
"nlsr5","846","16","16","29","27","258","134","240","126","110","1","366","268016","157898","110118"
"nlsr6","1348","30","30","45","36","348","253","360","246","224","1","606","451989","236856","215133"
"nlsr7","819","16","16","28","27","246","126","240","120","112","1","360","262885","157932","104953"
"nlsr8","834","16","16","27","27","268","122","239","119","104","1","358","261317","157245","104072"
"nlsr9","813","15","15","27","26","244","124","240","122","152","1","362","264612","157932","106680"
"nlsr10","814","15","15","27","26","246","128","236","121","132","1","357","261177","155360","105817"
"sum","12027","1184","1122","351","309","2942","1654","2873","1592","1556","13","4465","3282660","1890563","1392097"
