"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1956","499","499","25","25","295","141","416","54","2","1956"
"nlsr1","4915","998","998","81","81","866","452","1257","180","2","4915"
"nlsr2","3425","254","254","81","81","845","451","1257","200","2","3425"
"nlsr3","2560","306","306","54","54","564","311","835","128","2","2560"
"nlsr4","2007","32","32","54","54","575","285","833","140","2","2007"
"nlsr5","1974","28","28","54","54","563","292","831","122","2","1974"
"nlsr6","3057","62","62","82","82","849","472","1251","196","1","3057"
"nlsr7","1974","32","32","54","54","575","283","832","110","2","1974"
"nlsr8","1944","28","28","54","54","547","282","835","114","2","1944"
"nlsr9","1994","30","30","54","54","560","304","834","126","2","1994"
"nlsr10","2009","32","32","51","51","574","311","834","122","2","2009"
"sum","27815","2301","2301","644","644","6813","3584","10015","1492","21","27815"
