"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","811","499","0","8","17","148","1","138","0","54","2","138","89544","89544","0"
"nlsr1","2517","499","499","54","27","441","299","420","278","180","2","698","512978","272472","240506"
"nlsr2","1758","30","224","45","36","411","305","420","287","200","2","707","520812","272472","248340"
"nlsr3","1233","31","275","27","27","280","164","279","150","128","2","429","310777","180999","129778"
"nlsr4","950","16","16","27","27","290","152","277","145","140","2","422","305168","179737","125431"
"nlsr5","928","14","14","27","27","284","144","276","142","122","2","418","301936","179088","122848"
"nlsr6","1586","31","31","46","36","417","319","417","289","196","1","706","520577","270579","249998"
"nlsr7","950","16","16","27","27","296","146","278","144","110","2","422","304980","180386","124594"
"nlsr8","931","14","14","27","27","286","143","278","142","114","2","420","303254","180386","122868"
"nlsr9","953","15","15","27","27","294","154","278","143","126","2","421","304114","180386","123728"
"nlsr10","963","16","16","25","26","290","166","278","146","122","2","424","306644","180386","126258"
"sum","13580","1181","1120","340","304","3437","1993","3339","1866","1492","21","5205","3780784","2166435","1614349"
