"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","813","500","0","9","18","148","0","138","0","52","1","138","89327","89327","0"
"nlsr1","2503","500","500","54","27","438","286","420","278","154","1","698","511907","271839","240068"
"nlsr2","1752","28","222","47","37","411","299","420","288","182","1","708","520422","271839","248583"
"nlsr3","1222","32","278","28","28","266","157","280","153","98","1","433","313366","181226","132140"
"nlsr4","945","15","15","28","28","284","151","279","145","138","2","424","305744","180571","125173"
"nlsr5","927","13","13","27","27","276","148","280","143","120","1","423","304674","181226","123448"
"nlsr6","1553","32","32","45","37","390","305","420","292","158","1","712","523981","271839","252142"
"nlsr7","943","15","15","29","28","292","143","280","141","126","1","421","302978","181226","121752"
"nlsr8","931","13","13","27","27","282","147","280","142","130","1","422","303808","181226","122582"
"nlsr9","933","16","16","27","27","288","142","278","139","118","1","417","299998","179964","120034"
"nlsr10","937","16","16","27","27","278","150","278","145","100","1","423","305142","179964","125178"
"sum","13459","1180","1120","348","311","3353","1928","3353","1866","1376","12","5219","3781347","2170247","1611100"
