"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","727","499","0","8","18","106","0","96","0","58","2","96","62212","62212","0"
"nlsr1","2103","499","499","54","27","321","215","294","194","170","1","488","358235","190431","167804"
"nlsr2","1358","31","232","45","36","321","205","294","194","170","1","488","358235","190431","167804"
"nlsr3","965","32","267","27","27","214","105","196","97","104","1","293","210856","126954","83902"
"nlsr4","693","13","13","27","27","212","108","196","97","124","1","293","210856","126954","83902"
"nlsr5","704","18","18","28","27","218","104","194","97","112","1","291","209618","125716","83902"
"nlsr6","1158","32","32","46","38","312","213","291","194","174","1","485","356378","188574","167804"
"nlsr7","686","13","13","27","27","202","111","192","101","108","1","293","211712","124424","87288"
"nlsr8","706","18","18","27","27","210","111","192","103","118","1","295","213510","124424","89086"
"nlsr9","694","18","18","27","27","202","108","194","100","112","1","294","212183","125716","86467"
"nlsr10","691","14","14","25","26","208","109","194","101","116","1","295","213051","125716","87335"
"sum","10485","1187","1124","341","307","2526","1389","2333","1278","1366","12","3611","2616846","1511552","1105294"
