"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","799","500","0","9","17","139","1","133","0","64","2","133","85743","85743","0"
"nlsr1","2441","500","500","54","27","423","272","399","266","182","2","665","486261","257229","229032"
"nlsr2","1701","29","240","45","36","387","287","399","278","182","2","677","496660","257229","239431"
"nlsr3","1156","31","260","27","27","250","149","265","147","114","2","412","297393","170833","126560"
"nlsr4","904","15","15","27","27","274","142","265","139","122","2","404","290501","170833","119668"
"nlsr5","897","14","14","27","27","268","142","266","139","116","1","405","291253","171480","119773"
"nlsr6","1475","31","31","46","37","369","282","399","280","174","2","679","498367","257271","241096"
"nlsr7","899","15","15","28","28","276","138","266","133","124","2","399","286002","171486","114516"
"nlsr8","895","14","14","27","27","272","140","266","135","114","1","401","287756","171480","116276"
"nlsr9","895","16","16","27","27","274","135","266","134","130","2","400","286900","171514","115386"
"nlsr10","887","15","15","27","27","268","135","265","135","104","2","400","287120","170861","116259"
"sum","12949","1180","1120","344","307","3200","1823","3189","1786","1426","20","4975","3593956","2055959","1537997"
