"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","720","499","0","9","18","101","0","93","0","54","1","93","59675","59675","0"
"nlsr1","2039","499","499","59","29","294","194","279","186","176","1","465","338810","179022","159788"
"nlsr2","1335","32","265","49","39","294","191","279","186","176","1","465","338810","179022","159788"
"nlsr3","891","32","234","29","28","193","96","186","93","130","1","279","199242","119348","79894"
"nlsr4","661","17","17","29","29","196","94","186","93","126","1","279","199242","119348","79894"
"nlsr5","659","15","15","29","27","196","98","186","93","108","1","279","199242","119348","79894"
"nlsr6","1102","32","32","45","37","297","191","282","186","166","1","468","340703","180915","159788"
"nlsr7","658","17","17","27","28","188","97","188","96","120","1","284","203075","120610","82465"
"nlsr8","655","15","15","27","27","188","102","186","95","100","1","281","200957","119348","81609"
"nlsr9","659","16","16","27","27","190","100","185","98","104","1","283","202898","118718","84180"
"nlsr10","654","16","16","27","27","190","96","186","96","102","1","282","201802","119348","82454"
"sum","10033","1190","1126","357","316","2327","1259","2236","1222","1362","11","3458","2484456","1434702","1049754"
