"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","764","500","0","9","18","121","1","115","0","68","3","115","75372","75372","0"
"nlsr1","2285","500","500","55","28","378","240","351","233","212","2","584","433154","229983","203171"
"nlsr2","1533","29","217","45","36","375","248","351","232","186","2","583","432357","229983","202374"
"nlsr3","1091","34","283","27","27","238","126","233","123","130","1","356","259853","152664","107189"
"nlsr4","794","16","16","27","27","248","121","226","113","122","1","339","246605","148042","98563"
"nlsr5","801","13","13","27","27","248","122","234","117","118","1","351","255343","153322","102021"
"nlsr6","1317","34","34","45","36","327","248","351","242","186","1","593","440908","229980","210928"
"nlsr7","788","16","16","28","28","236","122","226","116","130","1","342","249215","148042","101173"
"nlsr8","799","13","13","27","28","246","121","234","117","116","1","351","255349","153322","102027"
"nlsr9","799","17","17","27","27","226","127","234","124","118","2","358","261358","153322","108036"
"nlsr10","799","17","17","27","27","226","128","234","123","154","1","357","260555","153322","107233"
"sum","11770","1189","1126","344","309","2869","1604","2789","1540","1540","16","4329","3170069","1827354","1342715"
